MAG	p.adj	live_rate	Group
MAG20368	0.0028	0.259259259	MAGs from other families
MAG22971	0.0028	0.491582492	MAGs from other families
MAG2476	0.0028	0.36026936	MAGs from other families
MAG6810	0.0028	0.905723906	MAGs from other families
MAG8993	0.0028	0.946127946	MAGs from Phocaeicola
MAG16033	0.0029	0.602693603	MAGs from other families
MAG20100	0.0029	0.222222222	MAGs from other families
MAG2547	0.0029	0.239057239	MAGs from other families
MAG7388	0.0029	0.407407407	MAGs from other families
MAG18472	0.003	0.636363636	MAGs from Phocaeicola
MAG22883	0.003	0.996632997	MAGs from other families
MAG9437	0.003	0.569023569	MAGs from other families
MAG14052	0.0031	0.784511785	MAGs from other families
MAG5221	0.0031	0.666666667	MAGs from other families
MAG11507	0.0032	0.764309764	MAGs from other families
MAG16063	0.0032	0.383838384	MAGs from other families
MAG20943	0.0032	0.316498316	MAGs from other families
MAG21077	0.0032	0.28956229	MAGs from other families
MAG2419	0.0032	0.882154882	MAGs from Phocaeicola
MAG2739	0.0032	0.946127946	MAGs from other families
MAG3475	0.0032	0.501683502	MAGs from other families
MAG6220	0.0032	0.62962963	MAGs from other families
MAG6510	0.0032	0.286195286	MAGs from other families
MAG10843	0.0033	0.855218855	MAGs from other families
MAG20903	0.0033	0.397306397	MAGs from other families
MAG2494	0.0033	0.993265993	MAGs from other families
MAG4945	0.0033	0.501683502	MAGs from other families
MAG5414	0.0033	0.882154882	MAGs from other families
MAG7811	0.0033	0.946127946	MAGs from Phocaeicola
MAG11227	0.0034	0.973063973	MAGs from Phocaeicola
MAG11813	0.0034	0.28956229	MAGs from other families
MAG12451	0.0034	0.393939394	MAGs from other families
MAG15366	0.0034	0.835016835	MAGs from other families
MAG17849	0.0034	0.663299663	MAGs from other families
MAG8253	0.0034	0.451178451	MAGs from other families
MAG8366	0.0034	0.306397306	MAGs from Phocaeicola
MAG11849	0.0035	0.898989899	MAGs from Phocaeicola
MAG12299	0.0035	0.845117845	MAGs from other families
MAG12732	0.0035	0.393939394	MAGs from other families
MAG14	0.0035	0.585858586	MAGs from other families
MAG15417	0.0035	0.939393939	MAGs from Phocaeicola
MAG15711	0.0035	0.865319865	MAGs from Phocaeicola
MAG16066	0.0035	0.845117845	MAGs from other families
MAG17326	0.0035	0.848484848	MAGs from Phocaeicola
MAG18138	0.0035	0.373737374	MAGs from other genus in Bacteroidaceae
MAG21068	0.0035	0.515151515	MAGs from other families
MAG15120	0.0036	0.346801347	MAGs from other families
MAG16185	0.0036	0.919191919	MAGs from Phocaeicola
MAG17257	0.0036	0.831649832	MAGs from Phocaeicola
MAG21010	0.0036	0.68013468	MAGs from Phocaeicola
MAG2800	0.0036	0.925925926	MAGs from other families
MAG4677	0.0036	0.993265993	MAGs from Phocaeicola
MAG11399	0.0037	0.471380471	MAGs from other families
MAG13352	0.0037	0.804713805	MAGs from Phocaeicola
MAG15977	0.0037	0.62962963	MAGs from other families
MAG19890	0.0037	0.922558923	MAGs from other genus in Bacteroidaceae
MAG832	0.0037	0.417508418	MAGs from other families
MAG15814	0.0038	0.569023569	MAGs from other families
MAG17030	0.0038	0.7003367	MAGs from other families
MAG18243	0.0038	0.471380471	MAGs from other families
MAG3642	0.0038	0.306397306	MAGs from other families
MAG4260	0.0038	0.313131313	MAGs from other families
MAG5376	0.0038	0.286195286	MAGs from Phocaeicola
MAG908	0.0038	0.521885522	MAGs from other genus in Bacteroidaceae
MAG10492	0.0039	0.215488215	MAGs from other families
MAG14335	0.0039	0.592592593	MAGs from other families
MAG16173	0.0039	0.898989899	MAGs from Phocaeicola
MAG1888	0.0039	0.235690236	MAGs from other families
MAG2445	0.0039	0.831649832	MAGs from other families
MAG7846	0.0039	0.872053872	MAGs from Phocaeicola
MAG16731	0.004	0.454545455	MAGs from other families
MAG17898	0.004	0.824915825	MAGs from other families
MAG4595	0.004	0.511784512	MAGs from other families
MAG5067	0.004	0.35016835	MAGs from other families
MAG5465	0.004	0.764309764	MAGs from other families
MAG7290	0.004	0.35016835	MAGs from other families
MAG7437	0.004	0.377104377	MAGs from other families
MAG8834	0.004	0.545454545	MAGs from other families
MAG10124	0.0041	0.542087542	MAGs from other families
MAG10134	0.0041	0.895622896	MAGs from Phocaeicola
MAG15828	0.0041	0.774410774	MAGs from other families
MAG22980	0.0041	0.801346801	MAGs from other genus in Bacteroidaceae
MAG3290	0.0041	0.929292929	MAGs from other genus in Bacteroidaceae
MAG5012	0.0041	0.417508418	MAGs from other genus in Bacteroidaceae
MAG13024	0.0042	0.936026936	MAGs from other families
MAG3617	0.0042	0.38047138	MAGs from other genus in Bacteroidaceae
MAG483	0.0042	0.636363636	MAGs from other families
MAG5600	0.0042	0.851851852	MAGs from other families
MAG5943	0.0042	0.518518519	MAGs from other families
MAG6875	0.0042	0.424242424	MAGs from other families
MAG7317	0.0042	0.461279461	MAGs from other families
MAG11409	0.0043	0.898989899	MAGs from other families
MAG12284	0.0043	0.845117845	MAGs from other families
MAG13321	0.0043	0.215488215	MAGs from other families
MAG13392	0.0043	0.407407407	MAGs from other families
MAG7793	0.0043	0.498316498	MAGs from other families
MAG8950	0.0043	0.858585859	MAGs from other genus in Bacteroidaceae
MAG12677	0.0044	0.562289562	MAGs from other genus in Bacteroidaceae
MAG13498	0.0044	0.461279461	MAGs from other families
MAG13561	0.0044	0.461279461	MAGs from other families
MAG14697	0.0044	0.686868687	MAGs from other families
MAG15835	0.0044	0.28956229	MAGs from other families
MAG16469	0.0044	0.703703704	MAGs from other families
MAG17081	0.0044	0.212121212	MAGs from other families
MAG17908	0.0044	0.279461279	MAGs from other families
MAG20688	0.0044	0.239057239	MAGs from other families
MAG2540	0.0044	0.97979798	MAGs from Phocaeicola
MAG2725	0.0044	0.235690236	MAGs from Phocaeicola
MAG4884	0.0044	0.34006734	MAGs from other families
MAG8831	0.0044	0.993265993	MAGs from Phocaeicola
MAG13071	0.0045	0.696969697	MAGs from other families
MAG13142	0.0045	0.481481481	MAGs from other families
MAG16496	0.0045	0.848484848	MAGs from other families
MAG17897	0.0045	0.535353535	MAGs from other families
MAG18764	0.0045	0.417508418	MAGs from other families
MAG22639	0.0045	0.420875421	MAGs from other families
MAG22937	0.0045	0.474747475	MAGs from other families
MAG5055	0.0045	0.98989899	MAGs from Phocaeicola
MAG9686	0.0045	0.62962963	MAGs from other families
MAG11084	0.0046	0.34006734	MAGs from other families
MAG14288	0.0046	0.895622896	MAGs from other families
MAG15420	0.0046	0.461279461	MAGs from other families
MAG15725	0.0046	0.326599327	MAGs from other families
MAG5793	0.0046	0.68013468	MAGs from other families
MAG7319	0.0046	0.313131313	MAGs from other families
MAG9285	0.0046	0.7003367	MAGs from other families
MAG10773	0.0047	0.96969697	MAGs from Phocaeicola
MAG12515	0.0047	0.215488215	MAGs from other families
MAG19914	0.0047	0.383838384	MAGs from other families
MAG3780	0.0047	0.983164983	MAGs from other families
MAG4115	0.0047	0.821548822	MAGs from Phocaeicola
MAG6988	0.0047	0.996632997	MAGs from Phocaeicola
MAG9509	0.0047	0.212121212	MAGs from other families
MAG12011	0.0048	0.36026936	MAGs from other families
MAG12457	0.0048	0.912457912	MAGs from other families
MAG4908	0.0048	0.505050505	MAGs from other genus in Bacteroidaceae
MAG5381	0.0048	0.986531987	MAGs from Phocaeicola
MAG783	0.0048	0.97979798	MAGs from Phocaeicola
MAG11245	0.0049	0.602693603	MAGs from other families
MAG14014	0.0049	0.663299663	MAGs from Phocaeicola
MAG20258	0.0049	0.983164983	MAGs from Phocaeicola
MAG7232	0.0049	0.367003367	MAGs from other families
MAG14730	0.005	0.656565657	MAGs from other families
MAG7413	0.005	0.259259259	MAGs from other families
MAG862	0.005	0.973063973	MAGs from other families
MAG12326	0.0051	0.771043771	MAGs from Phocaeicola
MAG17228	0.0051	0.202020202	MAGs from other families
MAG20642	0.0051	0.622895623	MAGs from Phocaeicola
MAG22270	0.0051	0.286195286	MAGs from other families
MAG2879	0.0051	0.353535354	MAGs from other genus in Bacteroidaceae
MAG5509	0.0051	0.794612795	MAGs from other families
MAG8581	0.0051	0.68013468	MAGs from other families
MAG10309	0.0052	0.397306397	MAGs from other families
MAG17877	0.0052	0.693602694	MAGs from other families
MAG13370	0.0053	0.316498316	MAGs from other families
MAG16414	0.0053	0.885521886	MAGs from Phocaeicola
MAG16569	0.0053	0.400673401	MAGs from other families
MAG17001	0.0053	0.707070707	MAGs from other families
MAG21619	0.0053	0.521885522	MAGs from Phocaeicola
MAG22257	0.0053	0.632996633	MAGs from other families
MAG22330	0.0053	0.973063973	MAGs from Phocaeicola
MAG2844	0.0053	0.956228956	MAGs from other families
MAG4209	0.0053	0.949494949	MAGs from other families
MAG4324	0.0053	0.707070707	MAGs from other genus in Bacteroidaceae
MAG5487	0.0053	0.622895623	MAGs from other families
MAG5948	0.0053	0.316498316	MAGs from other families
MAG9883	0.0053	0.68013468	MAGs from other families
MAG17639	0.0054	0.265993266	MAGs from other families
MAG2168	0.0055	0.936026936	MAGs from other families
MAG3688	0.0055	0.488215488	MAGs from other families
MAG13510	0.0056	0.878787879	MAGs from Phocaeicola
MAG19727	0.0056	0.95959596	MAGs from other families
MAG20338	0.0056	0.962962963	MAGs from other families
MAG20332	0.0057	0.595959596	MAGs from Phocaeicola
MAG22914	0.0057	0.882154882	MAGs from other families
MAG2778	0.0057	0.552188552	MAGs from other families
MAG9503	0.0057	0.855218855	MAGs from Phocaeicola
MAG10305	0.0058	0.895622896	MAGs from other genus in Bacteroidaceae
MAG16413	0.0058	0.616161616	MAGs from other families
MAG7066	0.0058	0.757575758	MAGs from other genus in Bacteroidaceae
MAG16059	0.0059	0.424242424	MAGs from other families
MAG17208	0.0059	0.484848485	MAGs from other families
MAG1970	0.0059	0.814814815	MAGs from other genus in Bacteroidaceae
MAG2451	0.0059	0.878787879	MAGs from other families
MAG3043	0.0059	0.606060606	MAGs from other families
MAG5907	0.0059	0.306397306	MAGs from other families
MAG7067	0.0059	0.202020202	MAGs from other families
MAG7072	0.0059	0.538720539	MAGs from Phocaeicola
MAG10890	0.006	0.208754209	MAGs from other families
MAG16191	0.006	0.521885522	MAGs from other families
MAG18315	0.006	0.343434343	MAGs from other families
MAG13937	0.0061	0.65993266	MAGs from other families
MAG16813	0.0061	0.966329966	MAGs from other families
MAG22331	0.0061	0.208754209	MAGs from other families
MAG4310	0.0061	0.272727273	MAGs from other genus in Bacteroidaceae
MAG7007	0.0061	0.993265993	MAGs from Phocaeicola
MAG10527	0.0062	0.68013468	MAGs from other families
MAG141	0.0062	0.255892256	MAGs from other families
MAG17266	0.0062	0.962962963	MAGs from Phocaeicola
MAG20506	0.0062	0.922558923	MAGs from other families
MAG21426	0.0062	0.269360269	MAGs from other families
MAG15875	0.0063	0.713804714	MAGs from other families
MAG15901	0.0063	0.225589226	MAGs from other families
MAG17835	0.0063	0.878787879	MAGs from other families
MAG20179	0.0063	0.919191919	MAGs from other families
MAG20998	0.0063	0.562289562	MAGs from other families
MAG2874	0.0063	0.323232323	MAGs from other families
MAG5317	0.0063	0.929292929	MAGs from other genus in Bacteroidaceae
MAG8449	0.0063	0.811447811	MAGs from Phocaeicola
MAG9320	0.0063	0.346801347	MAGs from other families
MAG14434	0.0064	0.34006734	MAGs from other families
MAG2210	0.0064	0.703703704	MAGs from other families
MAG3392	0.0064	0.235690236	MAGs from other families
MAG4666	0.0064	0.272727273	MAGs from other families
MAG10620	0.0065	0.835016835	MAGs from Phocaeicola
MAG12331	0.0065	0.892255892	MAGs from Phocaeicola
MAG4614	0.0065	0.599326599	MAGs from Phocaeicola
MAG20463	0.0066	0.952861953	MAGs from other genus in Bacteroidaceae
MAG3598	0.0066	0.865319865	MAGs from other families
MAG14397	0.0067	0.892255892	MAGs from other genus in Bacteroidaceae
MAG15073	0.0067	0.737373737	MAGs from other families
MAG20082	0.0067	0.818181818	MAGs from other families
MAG3810	0.0067	0.986531987	MAGs from other families
MAG4284	0.0067	0.811447811	MAGs from other genus in Bacteroidaceae
MAG10789	0.0068	0.946127946	MAGs from other families
MAG13686	0.0068	0.949494949	MAGs from other families
MAG14948	0.0068	0.653198653	MAGs from other families
MAG14990	0.0068	0.427609428	MAGs from other families
MAG4298	0.0068	0.848484848	MAGs from other families
MAG12308	0.0069	0.286195286	MAGs from other families
MAG14405	0.0069	0.643097643	MAGs from Phocaeicola
MAG19505	0.0069	0.804713805	MAGs from other families
MAG7798	0.0069	0.804713805	MAGs from other families
MAG9774	0.0069	0.814814815	MAGs from Phocaeicola
MAG1209	0.007	0.36026936	MAGs from other families
MAG5214	0.007	0.734006734	MAGs from other families
MAG16292	0.0071	0.811447811	MAGs from other genus in Bacteroidaceae
MAG17028	0.0071	0.417508418	MAGs from other genus in Bacteroidaceae
MAG7382	0.0071	0.986531987	MAGs from Phocaeicola
MAG10232	0.0072	0.478114478	MAGs from other families
MAG11029	0.0072	0.454545455	MAGs from other families
MAG12270	0.0072	0.457912458	MAGs from other genus in Bacteroidaceae
MAG16230	0.0072	0.323232323	MAGs from other families
MAG7641	0.0072	0.96969697	MAGs from other families
MAG13401	0.0073	0.471380471	MAGs from other families
MAG15399	0.0073	0.548821549	MAGs from other families
MAG15692	0.0073	0.249158249	MAGs from other families
MAG16421	0.0073	0.663299663	MAGs from other families
MAG16898	0.0073	0.414141414	MAGs from other families
MAG11821	0.0074	0.848484848	MAGs from Phocaeicola
MAG800	0.0074	0.737373737	MAGs from other families
MAG18493	0.0075	0.447811448	MAGs from other families
MAG4215	0.0075	0.484848485	MAGs from Phocaeicola
MAG4495	0.0075	0.976430976	MAGs from other families
MAG5427	0.0075	0.986531987	MAGs from other families
MAG5819	0.0075	0.973063973	MAGs from Phocaeicola
MAG9109	0.0075	0.498316498	MAGs from other families
MAG15304	0.0076	0.215488215	MAGs from other families
MAG16557	0.0076	0.865319865	MAGs from Phocaeicola
MAG23100	0.0076	0.97979798	MAGs from other families
MAG754	0.0076	0.993265993	MAGs from Phocaeicola
MAG13788	0.0077	0.592592593	MAGs from other families
MAG19046	0.0077	0.225589226	MAGs from other families
MAG3616	0.0077	0.252525253	MAGs from other families
MAG15928	0.0078	0.286195286	MAGs from other families
MAG4513	0.0078	0.771043771	MAGs from other genus in Bacteroidaceae
MAG13654	0.0079	0.427609428	MAGs from other families
MAG17006	0.0079	0.737373737	MAGs from Phocaeicola
MAG5700	0.0079	0.818181818	MAGs from other families
MAG5912	0.0079	0.986531987	MAGs from Phocaeicola
MAG17249	0.008	0.919191919	MAGs from other genus in Bacteroidaceae
MAG4012	0.008	0.484848485	MAGs from other families
MAG17368	0.0081	0.292929293	MAGs from other families
MAG2818	0.0081	0.632996633	MAGs from other families
MAG10303	0.0082	0.518518519	MAGs from other families
MAG11909	0.0082	0.929292929	MAGs from other families
MAG17893	0.0082	0.589225589	MAGs from other families
MAG3988	0.0082	0.612794613	MAGs from Phocaeicola
MAG13861	0.0083	0.205387205	MAGs from other families
MAG17945	0.0083	0.441077441	MAGs from other genus in Bacteroidaceae
MAG18692	0.0083	0.313131313	MAGs from other families
MAG20172	0.0083	0.902356902	MAGs from other families
MAG3681	0.0083	0.228956229	MAGs from other families
MAG8227	0.0083	0.696969697	MAGs from other genus in Bacteroidaceae
MAG1310	0.0084	0.232323232	MAGs from other genus in Bacteroidaceae
MAG4428	0.0084	0.521885522	MAGs from other families
MAG4975	0.0084	0.434343434	MAGs from Phocaeicola
MAG1255	0.0085	0.269360269	MAGs from other families
MAG12728	0.0085	0.811447811	MAGs from other families
MAG13877	0.0085	0.653198653	MAGs from other families
MAG16905	0.0085	0.602693603	MAGs from other families
MAG17859	0.0085	0.750841751	MAGs from other families
MAG19711	0.0085	0.986531987	MAGs from other families
MAG1985	0.0085	0.939393939	MAGs from other families
MAG19652	0.0086	0.61952862	MAGs from other families
MAG19774	0.0086	0.828282828	MAGs from other families
MAG22962	0.0086	0.993265993	MAGs from other families
MAG208	0.0087	0.242424242	MAGs from Phocaeicola
MAG21486	0.0087	0.717171717	MAGs from other families
MAG3349	0.0087	0.235690236	MAGs from other families
MAG7379	0.0087	0.96969697	MAGs from other families
MAG14134	0.0088	0.892255892	MAGs from other families
MAG491	0.0088	0.898989899	MAGs from Phocaeicola
MAG5146	0.0088	0.713804714	MAGs from other families
MAG5415	0.0088	0.34006734	MAGs from other families
MAG7380	0.0088	0.232323232	MAGs from other families
MAG12700	0.0089	0.592592593	MAGs from other families
MAG15964	0.0089	0.744107744	MAGs from other families
MAG17182	0.0089	0.973063973	MAGs from other genus in Bacteroidaceae
MAG3671	0.0089	0.996632997	MAGs from other families
MAG13038	0.009	0.410774411	MAGs from other genus in Bacteroidaceae
MAG14215	0.009	0.454545455	MAGs from other families
MAG1623	0.009	0.888888889	MAGs from other families
MAG3602	0.009	0.373737374	MAGs from other families
MAG7189	0.009	0.356902357	MAGs from other families
MAG17884	0.0091	0.757575758	MAGs from other families
MAG3002	0.0091	0.488215488	MAGs from other families
MAG3314	0.0091	0.34006734	MAGs from other genus in Bacteroidaceae
MAG416	0.0091	0.464646465	MAGs from Phocaeicola
MAG19013	0.0092	0.757575758	MAGs from other families
MAG19433	0.0092	0.481481481	MAGs from other families
MAG5717	0.0092	0.757575758	MAGs from other families
MAG4044	0.0093	0.245791246	MAGs from other families
MAG8427	0.0093	0.966329966	MAGs from other families
MAG9286	0.0093	0.865319865	MAGs from other families
MAG13218	0.0094	0.582491582	MAGs from other families
MAG16044	0.0094	0.646464646	MAGs from other families
MAG17902	0.0094	0.636363636	MAGs from other families
MAG22953	0.0094	0.905723906	MAGs from other genus in Bacteroidaceae
MAG5759	0.0094	0.865319865	MAGs from other families
MAG13470	0.0095	0.882154882	MAGs from other families
MAG14523	0.0095	0.437710438	MAGs from other families
MAG21320	0.0095	0.242424242	MAGs from other families
MAG2498	0.0095	0.676767677	MAGs from other families
MAG3157	0.0095	0.228956229	MAGs from other families
MAG19754	0.0096	0.878787879	MAGs from other families
MAG20076	0.0096	0.400673401	MAGs from other families
MAG4006	0.0096	0.531986532	MAGs from Phocaeicola
MAG11863	0.0097	0.919191919	MAGs from Phocaeicola
MAG16523	0.0097	0.410774411	MAGs from other families
MAG8465	0.0097	0.228956229	MAGs from other families
MAG13447	0.0098	0.400673401	MAGs from other families
MAG5280	0.0098	0.643097643	MAGs from other families
MAG10269	0.0099	0.606060606	MAGs from other genus in Bacteroidaceae
MAG10581	0.0099	0.925925926	MAGs from other families
MAG16015	0.0099	0.30976431	MAGs from other families
MAG20146	0.0099	0.986531987	MAGs from Phocaeicola
MAG7805	0.0099	0.474747475	MAGs from other families
MAG11116	0.01	0.966329966	MAGs from other families
MAG11912	0.01	0.898989899	MAGs from other genus in Bacteroidaceae
MAG12010	0.01	0.888888889	MAGs from other families
MAG12184	0.01	0.292929293	MAGs from other families
MAG12870	0.01	0.249158249	MAGs from other families
MAG13075	0.01	0.511784512	MAGs from other families
MAG15355	0.01	0.525252525	MAGs from other families
MAG17478	0.01	0.468013468	MAGs from Phocaeicola
MAG17710	0.01	0.316498316	MAGs from other families
MAG17866	0.01	0.326599327	MAGs from other families
MAG19552	0.01	0.986531987	MAGs from other families
MAG19963	0.01	0.841750842	MAGs from other genus in Bacteroidaceae
