IID	class	class1	class2	color1	color
MW0164606HN	TM Widely-targeted metabolomics	Alcohol and amines	Alcohol and amines	#FAE93B	#F0A73A
MEDP0836*093	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP2705*250	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP1918*250	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MADN1098	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MADN3086	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDL00401N	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDN0675	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDN1229	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDN1562	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDN3052	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDN3914	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDN4125	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDN4143	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDN4165	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDN4166	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDN4225	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDN4230	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP0603	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP0707	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP0716	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP0760	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP0781	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP0784	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP0789	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP0827	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP0905	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP1002	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP1170	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP1186	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP1203	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP1238HN	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP1731	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP1770	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP1836P	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP1841	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP1887P	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP3076	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP3627	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP3804	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP3901	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP3949	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP3956	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP4124	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP4175	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP4178	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP4212	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP4252	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDP4256	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MEDTN01089N	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0013261P	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0013958P	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0015544P	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0016257P	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0016356N	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0052578P	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0104888N	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0108296HN	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0111623HN	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0112967HN	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0134121N	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0140287HN	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0140728P	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0143769HN	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0148316HN	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0151207N	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0154308N	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0156094N	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0158030HN	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0158820HN	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0160433HN	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0160436HN	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0166741N	TM Widely-targeted metabolomics	Aldehyde,Ketones,Esters	Aldehyde,Ketones,Esters	#F7D1E3	#F0A73A
MW0000152HN	TM Widely-targeted metabolomics	Alkaloids	Alkaloids	#F7BF6C	#F0A73A
MEDN0034*002	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDN0586*010	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDN0818*010	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDN0011*018	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDN1686*018	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDN1949*045	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDN1932*045	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDN1946*047	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDN1972*047	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDN1999*055	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDN2000*055	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDN0027*072	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDN0138*072	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP1860*089	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP0868*104	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2346*104	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2131*106	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP0022*108	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2132*108	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP1778*110	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP0026*110	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP3621*110	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP1126*113	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP0298*114	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP0519*114	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP1490*115	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP1933*117	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP1974*117	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP0878*123	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2313*133	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2542*133	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2312*134	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2355*135	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2546*135	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP0087*136	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2549*136	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2433*138	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2434*138	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2396*142	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2395*142	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP1926*143	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2479*143	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2307*144	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2453*144	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2438*147	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2437*147	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP1935*147	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP1022*153	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2584*153	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2597*158	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP1667*158	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDN1679*173	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDN0056*180	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDN2103*198	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDN2002*200	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP1663*243	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP1916*244	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2478*244	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP0859*245	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2431*245	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2566*246	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2508*246	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2576*247	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2345*247	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP1871*249	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2442*249	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP1869*251	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2585*251	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2467*258	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MEDP2466*258	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0666*261	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0388*261	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0598*322	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0461*328	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN2394*340	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN2393*340	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN2493*341	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN2492*341	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
FDATN01519P	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0001	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0006	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0013	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0014HN	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0019HN	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0021	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0022	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0159	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0200HN	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0208	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0217	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0264	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0400	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0439	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0440	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0465	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0565	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0583	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0592	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0596	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0635	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0636	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0651	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0655HN	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0656	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0716	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0718	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0724	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0739	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0742	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0805HN	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0806	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
MADN0819	TM Widely-targeted metabolomics	Amino acid and Its metabolites	Amino acid and Its metabolites	#F5B16E	#F0A73A
