IID	class	class1	class2	color1	color
MEDP3439*097	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDP3442*097	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDP2256*160	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDP1629*160	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDP2722*266	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDN0180	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDN0611	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDN1613	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDN2295	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDN4189	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDP0184	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDP0428	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDP0550	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDP1272	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDP1469	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDP1626P	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDP1638	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDP2059	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDP2203	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDP2795	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDP2796	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDP2797	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDP2798	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDP3347	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDP3356	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MEDP3452	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MW0012462N	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MW0014437P	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MW0017085HN	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MW0062272N	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MW0063776P	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MW0141646N	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MW0157199HN	TM Widely-targeted metabolomics	Hormones and hormone related compounds	Hormones and hormone related compounds	#C6C2DF	#F0A73A
MW0010589P	TM Widely-targeted metabolomics	Lignans and Coumarins	Lignans and Coumarins	#C3B0D2	#F0A73A
MW0137751HN	TM Widely-targeted metabolomics	Lignans and Coumarins	Lignans and Coumarins	#C3B0D2	#F0A73A
MEDN1602*051	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN0158*051	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN1677*057	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN0143*057	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN1947*062	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN3612*122	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN3233*146	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN3232*146	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP2418*148	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1018*148	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP0461*159	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP2421*159	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1501*232	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP0165*232	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP0382*253	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP0167*253	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN3624*332	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN0027	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN0028	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN0031	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN0032	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN0034	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN0121	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN0124	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN0125	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN0126	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN0351	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN0403	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN0406	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN0408	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN0568HN	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN0628	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN0959	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN0971	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN1013	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN1017	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN1093HN	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN1719	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN1787	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN2053	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN2511	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN3012	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN3090	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN3870	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN3875	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN3932	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MADN4012	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN0147	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN0150	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN0153	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN0156	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN0165	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN0169	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN0170	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN0172N	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN0419	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN0421	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN0428	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN0452	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN0468N	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN1013	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN1332	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN1501	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN1529	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN1544	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN1545	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN1553	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN1612	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN1675	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN3102	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN4172	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP0120	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP0154	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP0160	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP0174	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP0175	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP0177	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP0390	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP0401	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP0403P	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP0526	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP0560P	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP0873	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP0877	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP0881	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP0888	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1072	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1073	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1100	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1202	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1264HN	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1276	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1295	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1493N	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1498	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1654	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1713	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1736	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1791	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1950	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1954	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1957	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1958	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1959	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1961	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP1991	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP2326	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP2405	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP2540	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP3022	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP3037	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP3229	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP3869	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDP3877	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0103345N	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0103413HN	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0103414HN	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0103421HN	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0103454P	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0103471HN	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0103477N	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0103484HN	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0103500N	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0103526N	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0103581N	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0103627P	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0103633N	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0103635HN	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0103656N	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0103661N	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0103681HN	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0126012P	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0154171P	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0154244N	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0158740HN	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0159349P	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0160266N	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0168491N	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MW0170020P	TM Widely-targeted metabolomics	Nucleotide and Its metabolites	Nucleotide and Its metabolites	#C0845C	#F0A73A
MEDN2068*004	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MEDN0283*004	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MEDN1699*009	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MEDN1753*009	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MEDN1499*011	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MEDN1533*012	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MEDN0314*012	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MEDN1965*019	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MEDN0206*019	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MEDN0820*019	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MEDN1025*034	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MEDN0472*034	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MEDP2002*115	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MEDN3611*122	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MEDP0430*123	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MEDN1326*173	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MEDN1510*179	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MEDN2338*186	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MEDN1235*200	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MEDP1488*243	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0242*260	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0206*260	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0178*261	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0504*300	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0131*300	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0122*303	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0076*303	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0524*308	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0582*310	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN2015*310	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0722*323	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0038*323	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0010	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0041	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0042	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0072	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0073	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0077	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0079	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0081	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0082	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0095	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0099	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0108	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0110	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0134	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0141	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
MADN0146	TM Widely-targeted metabolomics	Organic acid and Its derivatives	Organic acid and Its derivatives	#BCD896	#F0A73A
