mag,Family,Genus
SRR29449375_bin.10,f__UBA932,g__Merdivivens
SRR29449375_bin.11,f__Elusimicrobiaceae,g__UBA1174
SRR29449375_bin.12,f__Bacteroidaceae,g__Phocaeicola
SRR29449375_bin.14,f__Anaerotignaceae,g__Anaerotignum
SRR29449375_bin.2,f__UBA1242,g__UMGS687
SRR29449375_bin.3,f__UBA3700,g__Ornithoclostridium
SRR29449375_bin.4,f__CAG-917,g__Limadaptatus
SRR29449375_bin.5,f__P3,g__Pullibacteroides
SRR29449375_bin.8,f__Akkermansiaceae,g__Akkermansia
SRR29449375_bin.9,f__Gastranaerophilaceae,g__Avigastranaerophilus
SRR29449376_bin.1,f__Bacteroidaceae,g__Phocaeicola
SRR29449377_bin.10,f__Bacteroidaceae,g__Avibacteroides
SRR29449377_bin.2,f__Bacteroidaceae,g__Phocaeicola
SRR29449377_bin.3,f__Bacteroidaceae,g__Mediterranea
SRR29449377_bin.5,f__CAG-917,g__Limadaptatus
SRR29449377_bin.7,f__Ruminococcaceae,g__Faecalibacterium
SRR29449378_bin.11,f__Gastranaerophilaceae,g__Gastranaerophilus
SRR29449378_bin.12,f__Acutalibacteraceae,g__CAG-557
SRR29449378_bin.13,f__Rikenellaceae,g__Avirikenella
SRR29449378_bin.14,f__Rikenellaceae,g__Alistipes
SRR29449378_bin.18,f__Mucispirillaceae,unknown
SRR29449378_bin.2,f__UBA11471,g__UBA11471
SRR29449378_bin.21,f__Bacteroidaceae,g__Phocaeicola
SRR29449378_bin.22,f__Mucispirillaceae,g__Mucispirillum
SRR29449378_bin.23,f__Tannerellaceae,g__Parabacteroides
SRR29449378_bin.25,f__Selenomonadaceae,g__Megamonas
SRR29449378_bin.26,f__Ruminococcaceae,g__Fournierella
SRR29449378_bin.27,f__Bacteroidaceae,g__Prevotella
SRR29449378_bin.28,f__Succinivibrionaceae,g__Anaerobiospirillum
SRR29449378_bin.29,f__Muribaculaceae,g__Limisoma
SRR29449378_bin.3,f__Oscillospiraceae,g__Faecousia
SRR29449378_bin.31,f__Butyricicoccaceae,g__SIG471
SRR29449378_bin.32,f__Tannerellaceae,g__Parabacteroides
SRR29449378_bin.33,f__Paludibacteraceae,g__Gallipaludibacter
SRR29449378_bin.35,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29449378_bin.38,f__UBA932,g__Coprenecus
SRR29449378_bin.41,f__Fusobacteriaceae,g__Fusobacterium_A
SRR29449378_bin.42,f__Bacteroidaceae,g__Paraprevotella
SRR29449378_bin.43,f__Lachnospiraceae,g__Eubacterium_I
SRR29449378_bin.44,f__Oscillospiraceae,g__Enterenecus
SRR29449378_bin.47,f__CAG-239,g__CAZU01
SRR29449378_bin.50,f__UBA3700,g__Ornithoclostridium
SRR29449378_bin.53,f__Bacteroidaceae,g__Prevotella
SRR29449378_bin.6,f__UBA932,g__Cryptobacteroides
SRR29449378_bin.9,f__Bacteroidaceae,g__Avibacteroides
SRR29449379_bin.10,f__Bacteroidaceae,g__Paraprevotella
SRR29449379_bin.12,f__Acutalibacteraceae,g__Limousia
SRR29449379_bin.13,f__Oscillospiraceae,g__Lawsonibacter
SRR29449379_bin.15,f__UBA932,g__Cryptobacteroides
SRR29449379_bin.16,f__UBA932,g__Cryptobacteroides
SRR29449379_bin.18,f__Borkfalkiaceae,g__Gallimonas
SRR29449379_bin.2,f__Acutalibacteraceae,g__CAG-557
SRR29449379_bin.20,f__Desulfovibrionaceae,g__Mailhella
SRR29449379_bin.23,f__Lachnospiraceae,g__Anaerobutyricum
SRR29449379_bin.24,f__Fusobacteriaceae,g__Fusobacterium_A
SRR29449379_bin.26,f__Muribaculaceae,g__Limisoma
SRR29449379_bin.27,f__Acutalibacteraceae,g__Eubacterium_R
SRR29449379_bin.28,f__Lachnospiraceae,g__Merdisoma
SRR29449379_bin.29,f__Bacteroidaceae,g__Paraprevotella
SRR29449379_bin.3,f__UBA1242,g__CALWPI01
SRR29449379_bin.30,f__G3-4614,g__Caccoplasma
SRR29449379_bin.31,f__CAG-917,g__Limadaptatus
SRR29449379_bin.32,f__Sphaerochaetaceae,g__Bullifex
SRR29449379_bin.37,f__UBA932,g__Cryptobacteroides
SRR29449379_bin.39,f__DTU072,g__Stercoripulliclostridium_A
SRR29449379_bin.42,f__Synergistaceae,g__Caccocola
SRR29449379_bin.44,f__Mucispirillaceae,g__Mucispirillum
SRR29449379_bin.45,f__Lachnospiraceae,g__Merdimonas
SRR29449379_bin.46,f__UBA932,g__Cryptobacteroides
SRR29449379_bin.47,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29449379_bin.48,f__Lachnospiraceae,g__Massilistercora
SRR29449379_bin.49,f__DTU072,g__Stercoripulliclostridium_A
SRR29449379_bin.5,f__Tannerellaceae,g__Parabacteroides
SRR29449379_bin.50,f__UBA932,g__Coprenecus
SRR29449379_bin.51,f__Bacteroidaceae,g__Phocaeicola_A
SRR29449379_bin.52,f__Barnesiellaceae,g__Barnesiella_A
SRR29449379_bin.53,f__Rikenellaceae,g__Alistipes
SRR29449379_bin.55,f__Bacteroidaceae,g__Prevotella
SRR29449379_bin.56,f__Tannerellaceae,g__Parabacteroides
SRR29449379_bin.58,f__Sphaerochaetaceae,g__Bullifex
SRR29449379_bin.59,f__Butyricicoccaceae,g__Ventrousia
SRR29449379_bin.62,f__Anaerovoracaceae,g__Gallibacter
SRR29449379_bin.63,f__Brachyspiraceae,g__Brachyspira
SRR29449379_bin.64,f__Bacteroidaceae,g__Mediterranea
SRR29449379_bin.67,f__Bacteroidaceae,g__Mediterranea
SRR29449379_bin.75,f__Bacteroidaceae,g__Prevotella
SRR29449379_bin.9,f__Rikenellaceae,g__Alistipes
SRR29449380_bin.1,f__DTU072,g__Stercoripulliclostridium
SRR29449380_bin.10,f__Bacteroidaceae,g__Phocaeicola
SRR29449380_bin.12,f__Bacteroidaceae,g__Paraprevotella
SRR29449380_bin.14,f__UBA3700,g__Ornithoclostridium
SRR29449380_bin.2,f__Gastranaerophilaceae,g__Gastranaerophilus
SRR29449380_bin.5,f__UBA3700,g__Ornithoclostridium
SRR29449380_bin.6,f__CAG-314,unknown
SRR29449380_bin.8,f__UBA3700,g__RACS-045
SRR29449380_bin.9,f__Gastranaerophilaceae,g__Limenecus
SRR29449381_bin.11,f__Bacteroidaceae,g__Avibacteroides
SRR29449381_bin.12,f__UBA3700,g__Ornithoclostridium
SRR29449381_bin.14,f__Fusobacteriaceae,g__Fusobacterium_A
SRR29449381_bin.15,f__DTU072,g__Stercoripulliclostridium
SRR29449381_bin.16,f__CAG-917,g__Limadaptatus
SRR29449381_bin.17,f__Gastranaerophilaceae,g__CAG-196
SRR29449381_bin.18,f__Bacteroidaceae,g__Avibacteroides
SRR29449381_bin.19,f__Bacteroidaceae,g__Phocaeicola
SRR29449381_bin.2,f__Gastranaerophilaceae,g__Limenecus
SRR29449381_bin.20,f__Gastranaerophilaceae,g__CAG-196
SRR29449381_bin.23,f__Bacteroidaceae,g__Paraprevotella
SRR29449381_bin.24,f__Acidaminococcaceae,g__URXU01
SRR29449381_bin.3,f__Acutalibacteraceae,g__Fimenecus
SRR29449381_bin.4,f__Borkfalkiaceae,g__Borkfalkia
SRR29449381_bin.8,f__RUG14156,g__Galligastranaerophilus_A
SRR29449905_bin.103,f__Ruminococcaceae,g__Anaerofilum
SRR29449905_bin.104,f__Bacteroidaceae,g__Prevotella
SRR29449905_bin.13,f__Elusimicrobiaceae,g__Avelusimicrobium
SRR29449905_bin.14,f__Sphaerochaetaceae,g__Bullifex
SRR29449905_bin.15,f__Paludibacteraceae,g__Gallipaludibacter
SRR29449905_bin.16,f__Rs-D84,g__Enterousia
SRR29449905_bin.17,f__Rikenellaceae,g__Alistipes
SRR29449905_bin.19,f__Rs-D84,g__Enterousia
SRR29449905_bin.2,f__UBA932,g__Cryptobacteroides
SRR29449905_bin.21,f__UBA932,g__Cryptobacteroides
SRR29449905_bin.22,f__Acidaminococcaceae,g__CAG-266
SRR29449905_bin.23,f__Elusimicrobiaceae,g__UBA1436
SRR29449905_bin.25,f__Bacteroidaceae,g__Mediterranea
SRR29449905_bin.26,f__UBA932,g__CALUPD01
SRR29449905_bin.27,f__Rikenellaceae,g__Tidjanibacter
SRR29449905_bin.28,f__Lachnospiraceae,g__Mediterraneibacter
SRR29449905_bin.29,f__CAG-917,g__Limadaptatus
SRR29449905_bin.3,f__Oscillospiraceae,g__Faecousia
SRR29449905_bin.30,f__Selenomonadaceae,g__Megamonas
SRR29449905_bin.33,f__Oscillospiraceae,g__Enterenecus
SRR29449905_bin.34,f__UBA932,g__Cryptobacteroides
SRR29449905_bin.36,f__UBA3700,g__Ornithoclostridium
SRR29449905_bin.40,f__Bacteroidaceae,g__Avibacteroides
SRR29449905_bin.41,f__Rikenellaceae,g__Alistipes
SRR29449905_bin.42,f__Lachnospiraceae,g__Blautia
SRR29449905_bin.44,f__CAG-239,g__CAZU01
SRR29449905_bin.45,f__Lachnospiraceae,g__Merdimonas
SRR29449905_bin.47,f__Erysipelotrichaceae,g__Faecalicoccus
SRR29449905_bin.50,f__Lachnospiraceae,g__Mediterraneibacter
SRR29449905_bin.51,f__CALXOJ01,g__CALXOJ01
SRR29449905_bin.52,f__Acutalibacteraceae,g__Fimenecus
SRR29449905_bin.53,f__Muribaculaceae,g__Limisoma
SRR29449905_bin.55,f__Nanosyncoccaceae,g__UBA2834
SRR29449905_bin.61,f__CAG-917,g__Limadaptatus
SRR29449905_bin.63,f__Lachnospiraceae,g__Anaerobutyricum
SRR29449905_bin.65,f__Elusimicrobiaceae,g__Avelusimicrobium
SRR29449905_bin.68,f__Tannerellaceae,g__Parabacteroides
SRR29449905_bin.69,f__P3,g__Pullibacteroides
SRR29449905_bin.70,f__Acutalibacteraceae,g__Limousia
SRR29449905_bin.75,f__Lachnospiraceae,g__Merdisoma
SRR29449905_bin.76,f__Sphaerochaetaceae,g__Ornithospirochaeta
SRR29449905_bin.78,f__Marinifilaceae,g__CALUMT01
SRR29449905_bin.79,f__Bacteroidaceae,g__Phocaeicola
SRR29449905_bin.81,f__Lachnospiraceae,g__Blautia_A
SRR29449905_bin.83,f__CAG-977,g__UBA11549
SRR29449905_bin.84,f__Paludibacteraceae,g__QVMH01
SRR29449905_bin.85,f__Treponemataceae,g__Treponema_F
SRR29449905_bin.88,f__Ruminococcaceae,g__Faecalibacterium
SRR29449905_bin.9,f__UBA932,g__Cryptobacteroides
SRR29449905_bin.90,f__Bacteroidaceae,g__Prevotella
SRR29449905_bin.95,f__CAG-138,g__Pelethousia
SRR29449906_bin.10,f__DTU072,g__Stercoripulliclostridium
SRR29449906_bin.100,f__UBA1242,g__Caccovivens
SRR29449906_bin.14,f__Oscillospiraceae,g__Avoscillospira
SRR29449906_bin.15,f__Sphaerochaetaceae,g__Ornithospirochaeta
SRR29449906_bin.17,f__CAG-138,g__Aphodomorpha
SRR29449906_bin.18,f__Lachnospiraceae,g__Mediterraneibacter
SRR29449906_bin.2,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29449906_bin.20,f__CAG-917,g__Limadaptatus
SRR29449906_bin.21,f__P3,g__Onthomorpha
SRR29449906_bin.23,f__UBA932,g__Coprenecus
SRR29449906_bin.25,f__Coprobacillaceae,g__Faecalibacillus
SRR29449906_bin.27,f__Lachnospiraceae,g__Merdimonas
SRR29449906_bin.28,f__UBA3700,g__Ornithoclostridium
SRR29449906_bin.3,f__CAG-917,g__Limadaptatus
SRR29449906_bin.31,f__Paludibacteraceae,g__Enterocola
SRR29449906_bin.33,f__CAG-272,g__QALR01
SRR29449906_bin.35,f__Rs-D84,g__Enterousia
SRR29449906_bin.38,f__Paludibacteraceae,g__CALUNA01
SRR29449906_bin.40,f__Oscillospiraceae,g__Faecousia
SRR29449906_bin.41,f__Lachnospiraceae,g__Blautia
SRR29449906_bin.42,f__UBA1242,g__UMGS687
SRR29449906_bin.43,f__UBA1412,g__UBA1412
SRR29449906_bin.44,f__Bacteroidaceae,g__Phocaeicola
SRR29449906_bin.46,f__CALXOJ01,g__CALXOJ01
SRR29449906_bin.48,f__Treponemataceae,g__Treponema_F
SRR29449906_bin.49,f__DTU072,g__Stercoripulliclostridium_A
SRR29449906_bin.5,f__DTU072,g__Stercoripulliclostridium_A
SRR29449906_bin.51,f__CAG-917,g__Limadaptatus
SRR29449906_bin.52,f__Lachnospiraceae,g__Mediterraneibacter
SRR29449906_bin.53,f__Lachnospiraceae,g__Mediterraneibacter
SRR29449906_bin.54,f__CAG-917,g__Limadaptatus
SRR29449906_bin.55,f__Bacteroidaceae,g__Phocaeicola
SRR29449906_bin.6,f__Bacteroidaceae,g__Avibacteroides
SRR29449906_bin.62,f__RUG14156,g__Galligastranaerophilus_A
SRR29449906_bin.63,f__DTU072,g__Stercoripulliclostridium_A
SRR29449906_bin.65,f__CAG-917,g__Limadaptatus
SRR29449906_bin.69,f__Bacteroidaceae,g__Phocaeicola
SRR29449906_bin.7,f__CAG-138,g__Pelethousia
SRR29449906_bin.70,f__CAG-314,g__Limihabitans
SRR29449906_bin.71,f__Treponemataceae,g__Gallitreponema
SRR29449906_bin.72,f__Oscillospiraceae,g__Scatomorpha
SRR29449906_bin.74,f__CAG-382,g__Woodwardibium
SRR29449906_bin.76,f__Bacteroidaceae,g__Prevotella
SRR29449906_bin.82,f__DTU072,g__Stercoripulliclostridium_A
SRR29449906_bin.83,f__CAG-917,g__Faecicola
SRR29449906_bin.84,f__Erysipelotrichaceae,g__Merdibacter
SRR29449906_bin.89,f__UBA1242,g__Caccovivens
SRR29449906_bin.9,f__UBA3700,g__Ornithoclostridium
SRR29449906_bin.90,f__Oscillospiraceae,g__Faecousia
SRR29449906_bin.93,f__UBA1820,g__Merdimorpha
SRR29449906_bin.95,f__UBA3700,g__Ornithoclostridium
SRR29449906_bin.96,f__Rikenellaceae,g__Alistipes
SRR29449906_bin.97,f__Erysipelotrichaceae,g__Faecalitalea
SRR29449907_bin.10,f__Muribaculaceae,g__Limisoma
SRR29449907_bin.11,f__Selenomonadaceae,g__Megamonas
SRR29449907_bin.12,f__Acidaminococcaceae,g__CAG-266
SRR29449907_bin.13,f__Bacteroidaceae,g__Paraprevotella
SRR29449907_bin.14,f__P3,g__Pullibacteroides
SRR29449907_bin.15,f__Bacteroidaceae,g__Phocaeicola
SRR29449907_bin.16,f__Tannerellaceae,g__Parabacteroides
SRR29449907_bin.18,f__Brachyspiraceae,g__Brachyspira
SRR29449907_bin.20,f__Oscillospiraceae,g__Dysosmobacter
SRR29449907_bin.22,f__Paludibacteraceae,g__Gallipaludibacter
SRR29449907_bin.26,f__Ruminococcaceae,g__Faecalibacterium
SRR29449907_bin.27,f__Succinivibrionaceae,g__Anaerobiospirillum
SRR29449907_bin.29,f__UBA932,g__CALUPD01
SRR29449907_bin.30,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29449907_bin.4,f__Succinivibrionaceae,g__Anaerobiospirillum
SRR29449907_bin.5,f__Succinivibrionaceae,g__Anaerobiospirillum
SRR29449907_bin.7,f__Mucispirillaceae,g__Mucispirillum
SRR29449907_bin.8,f__Butyricicoccaceae,g__Butyricicoccus
SRR29449907_bin.9,f__Bacteroidaceae,g__Avibacteroides
SRR29449908_bin.1,f__DTU072,g__Stercoripulliclostridium_A
SRR29449908_bin.11,f__DTU072,g__Stercoripulliclostridium_A
SRR29449908_bin.12,f__Desulfovibrionaceae,g__Mailhella
SRR29449908_bin.16,f__Helicobacteraceae,g__Helicobacter_D
SRR29449908_bin.17,f__CAG-382,g__Woodwardibium
SRR29449908_bin.2,f__Sphaerochaetaceae,g__Bullifex
SRR29449908_bin.21,f__CAG-917,g__Limadaptatus
SRR29449908_bin.22,f__CAG-917,g__Limadaptatus
SRR29449908_bin.25,f__CAG-917,g__Limadaptatus
SRR29449908_bin.28,f__CALVMC01,g__CALVMC01
SRR29449908_bin.29,f__UBA932,g__Egerieousia
SRR29449908_bin.32,f__CAG-917,g__Limadaptatus
SRR29449908_bin.33,f__UBA1242,g__CALWPI01
SRR29449908_bin.34,f__Treponemataceae,g__DXHG01
SRR29449908_bin.37,f__Elusimicrobiaceae,g__UBA1174
SRR29449908_bin.39,f__Treponemataceae,g__Treponema_F
SRR29449908_bin.41,f__Tannerellaceae,g__Parabacteroides
SRR29449908_bin.45,f__UBA3700,g__Ornithoclostridium
SRR29449908_bin.47,f__UBA932,g__Egerieousia
SRR29449908_bin.49,f__Acidaminococcaceae,g__CAG-266
SRR29449908_bin.5,f__Bacteroidaceae,g__Mediterranea
SRR29449908_bin.50,f__UBA932,g__Coprenecus
SRR29449908_bin.51,f__Victivallaceae,g__CALXXL01
SRR29449908_bin.53,f__Mucispirillaceae,g__Mucispirillum
SRR29449908_bin.55,f__UBA1242,g__Caccovivens
SRR29449908_bin.56,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29449908_bin.57,f__Muribaculaceae,g__Limisoma
SRR29449908_bin.59,f__Rikenellaceae,g__Gallalistipes
SRR29449908_bin.6,f__UBA1242,g__UMGS687
SRR29449908_bin.61,f__Lachnospiraceae,g__Merdimonas
SRR29449908_bin.63,f__P3,g__Pullibacteroides
SRR29449909_bin.13,f__Tannerellaceae,g__Parabacteroides
SRR29449909_bin.18,f__DTU072,g__Stercoripulliclostridium_A
SRR29449909_bin.2,f__Sphaerochaetaceae,g__Bullifex
SRR29449909_bin.20,f__Acutalibacteraceae,g__Fimenecus
SRR29449909_bin.21,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29449909_bin.22,f__UBA932,g__Cryptobacteroides
SRR29449909_bin.7,f__Acidaminococcaceae,g__CAG-266
SRR29449909_bin.8,f__DTU072,g__CAG-1782
SRR29449910_bin.1,f__RUG14156,g__Galligastranaerophilus_A
SRR29449910_bin.10,f__Lachnospiraceae,g__Blautia
SRR29449910_bin.14,f__UBA932,g__Cryptobacteroides
SRR29449910_bin.17,f__UBA932,g__Merdivivens
SRR29449910_bin.2,f__UBA3700,g__Ornithoclostridium
SRR29449910_bin.20,f__Tannerellaceae,g__Parabacteroides
SRR29449910_bin.22,f__Succinivibrionaceae,g__Anaerobiospirillum
SRR29449910_bin.25,f__CAG-917,g__Limadaptatus
SRR29449910_bin.28,f__DTU072,g__Stercoripulliclostridium_A
SRR29449910_bin.3,f__Treponemataceae,g__Treponema_F
SRR29449910_bin.31,f__Bacteroidaceae,g__Prevotella
SRR29449910_bin.5,f__Bacteroidaceae,g__Phocaeicola
SRR29449910_bin.6,f__Brachyspiraceae,g__Brachyspira
SRR29449910_bin.8,f__Acutalibacteraceae,g__UMGS263
SRR29449910_bin.9,f__Ruminococcaceae,g__Faecalibacterium
SRR29449911_bin.1,f__Treponemataceae,g__Treponema_F
SRR29449911_bin.10,f__Fusobacteriaceae,g__Fusobacterium_A
SRR29449911_bin.13,f__Tannerellaceae,g__Parabacteroides
SRR29449911_bin.14,f__Elusimicrobiaceae,g__UBA1436
SRR29449911_bin.15,f__Tannerellaceae,g__Parabacteroides
SRR29449911_bin.19,f__Rikenellaceae,g__Avirikenella
SRR29449911_bin.2,f__Erysipelotrichaceae,unknown
SRR29449911_bin.23,f__Acutalibacteraceae,g__CAG-557
SRR29449911_bin.27,f__Selenomonadaceae,g__Megamonas
SRR29449911_bin.28,f__Paludibacteraceae,g__Gallipaludibacter
SRR29449911_bin.29,f__Succinivibrionaceae,g__Anaerobiospirillum
SRR29449911_bin.30,f__UBA932,unknown
SRR29449911_bin.31,f__CAG-917,g__Limadaptatus
SRR29449911_bin.33,f__Helicobacteraceae,g__Helicobacter_D
SRR29449911_bin.34,f__Peptostreptococcaceae,g__Peptacetobacter
SRR29449911_bin.37,f__Bacteroidaceae,g__Phocaeicola
SRR29449911_bin.40,f__Oscillospiraceae,g__Flavonifractor
SRR29449911_bin.41,f__Bacteroidaceae,g__Avibacteroides
SRR29449911_bin.42,f__Tannerellaceae,g__Parabacteroides
SRR29449911_bin.43,f__Lachnospiraceae,g__Merdimonas
SRR29449911_bin.47,f__Ruminococcaceae,g__Negativibacillus
SRR29449911_bin.5,f__Ruminococcaceae,g__Faecalibacterium
SRR29449911_bin.50,f__Anaerotignaceae,g__Anaerotignum
SRR29449911_bin.6,f__Mucispirillaceae,g__Mucispirillum
SRR29449911_bin.7,f__Bacteroidaceae,g__Phocaeicola
SRR29449911_bin.9,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29449912_bin.1,f__Bacteroidaceae,g__Avibacteroides
SRR29449912_bin.11,f__Anaeroplasmataceae,unknown
SRR29449912_bin.12,f__Ruminococcaceae,g__Anaerofilum
SRR29449912_bin.13,f__Fusobacteriaceae,g__Fusobacterium_A
SRR29449912_bin.14,f__Campylobacteraceae,g__Campylobacter_D
SRR29449912_bin.16,f__Succinivibrionaceae,g__Anaerobiospirillum
SRR29449912_bin.18,f__Mucispirillaceae,g__Mucispirillum
SRR29449912_bin.19,f__Peptostreptococcaceae,g__Peptacetobacter
SRR29449912_bin.2,f__Tannerellaceae,g__Parabacteroides
SRR29449912_bin.20,f__Helicobacteraceae,g__Helicobacter_G
SRR29449912_bin.21,f__UBA932,g__CALUPD01
SRR29449912_bin.23,f__Ruminococcaceae,g__Fournierella
SRR29449912_bin.25,f__Tannerellaceae,g__Parabacteroides
SRR29449912_bin.27,f__Paludibacteraceae,g__Gallipaludibacter
SRR29449912_bin.30,f__Tannerellaceae,g__Parabacteroides
SRR29449912_bin.31,f__Selenomonadaceae,g__Megamonas
SRR29449912_bin.32,f__Succinivibrionaceae,g__Anaerobiospirillum
SRR29449912_bin.34,f__Bacteroidaceae,g__Mediterranea
SRR29449912_bin.35,f__Rikenellaceae,g__Alistipes
SRR29449912_bin.36,f__UBA932,g__Cryptobacteroides
SRR29449912_bin.38,f__Acidaminococcaceae,g__CAG-266
SRR29449912_bin.39,f__Bacteroidaceae,g__Paraprevotella
SRR29449912_bin.4,f__UBA3700,g__Ornithoclostridium
SRR29449912_bin.40,f__Ruminococcaceae,g__Faecalibacterium
SRR29449912_bin.42,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29449912_bin.44,f__Acidaminococcaceae,g__URXU01
SRR29449912_bin.45,f__Bacteroidaceae,g__Alloprevotella
SRR29449912_bin.48,f__Atopobiaceae,g__Thermophilibacter
SRR29449912_bin.7,f__Lachnospiraceae,g__Mediterraneibacter
SRR29449913_bin.1,f__Fusobacteriaceae,g__Fusobacterium_A
SRR29449914_bin.11,f__Succinivibrionaceae,g__Anaerobiospirillum
SRR29449914_bin.13,f__Selenomonadaceae,g__Megamonas
SRR29449914_bin.18,f__Mucispirillaceae,g__Mucispirillum
SRR29449914_bin.2,f__Bacteroidaceae,g__Phocaeicola
SRR29449914_bin.20,f__Fusobacteriaceae,g__Fusobacterium_A
SRR29449914_bin.21,f__Ruminococcaceae,g__Anaerofilum
SRR29449914_bin.23,f__Erysipelotrichaceae,g__Faecalitalea
SRR29449914_bin.24,f__Muribaculaceae,g__Limisoma
SRR29449914_bin.25,f__Oscillospiraceae,g__Faecousia
SRR29449914_bin.27,f__Bacteroidaceae,g__Avibacteroides
SRR29449914_bin.3,f__Ruminococcaceae,g__Faecalibacterium
SRR29449914_bin.30,f__Succinivibrionaceae,g__CALXNP01
SRR29449914_bin.35,f__Gastranaerophilaceae,unknown
SRR29449914_bin.36,f__Butyricicoccaceae,g__Butyricicoccus
SRR29449914_bin.37,f__Bacteroidaceae,g__Phocaeicola
SRR29449914_bin.4,f__Ruminococcaceae,g__Anaerofilum
SRR29449914_bin.41,f__Coprobacillaceae,g__Thomasclavelia
SRR29449914_bin.42,f__Oscillospiraceae,g__Enterenecus
SRR29449914_bin.44,f__Acidaminococcaceae,g__URXU01
SRR29449914_bin.45,f__Tannerellaceae,g__Parabacteroides
SRR29449914_bin.46,f__Butyricicoccaceae,g__Butyricicoccus
SRR29449915_bin.12,f__Acutalibacteraceae,g__Eubacterium_R
SRR29449915_bin.15,f__Tannerellaceae,g__Parabacteroides
SRR29449915_bin.2,f__Acutalibacteraceae,g__Eubacterium_R
SRR29449915_bin.20,f__Peptostreptococcaceae,g__Peptacetobacter
SRR29449915_bin.26,f__Acutalibacteraceae,g__Scybalenecus
SRR29449915_bin.29,f__UBA660,g__Faecenecus
SRR29449915_bin.31,f__Ruminococcaceae,g__Faecalibacterium
SRR29449915_bin.32,f__Bacteroidaceae,g__Prevotella
SRR29449915_bin.34,f__Bacteroidaceae,g__Phocaeicola
SRR29449915_bin.4,f__Bacteroidaceae,g__Avibacteroides
SRR29449915_bin.7,f__UBA932,g__CALUPD01
SRR29449915_bin.9,f__Bacteroidaceae,g__Phocaeicola
SRR29449916_bin.1,f__Bacteroidaceae,g__Paraprevotella
SRR29449916_bin.13,f__Treponemataceae,g__Treponema_F
SRR29449916_bin.2,f__Enterobacteriaceae,g__Escherichia
SRR29449916_bin.22,f__Bacteroidaceae,g__Avibacteroides
SRR29449916_bin.23,f__Acidaminococcaceae,g__URXU01
SRR29449916_bin.26,f__Bacteroidaceae,g__Prevotella
SRR29449916_bin.3,f__Brachyspiraceae,g__Brachyspira
SRR29449916_bin.5,f__Acutalibacteraceae,g__Scybalenecus
SRR29449916_bin.6,f__Ruminococcaceae,g__Gemmiger
SRR29449916_bin.7,f__Lachnospiraceae,g__Sellimonas
SRR29449917_bin.10,f__Butyricicoccaceae,g__Butyricicoccus
SRR29449917_bin.16,f__Butyricicoccaceae,g__Butyricicoccus
SRR29449917_bin.17,f__Tannerellaceae,g__Parabacteroides
SRR29449917_bin.18,f__UBA932,g__Merdivivens
SRR29449917_bin.19,f__Coriobacteriaceae,g__Collinsella
SRR29449917_bin.24,f__Bacteroidaceae,g__Phocaeicola
SRR29449917_bin.27,f__Ruminococcaceae,g__Faecalibacterium
SRR29449917_bin.31,f__Acidaminococcaceae,g__CAG-266
SRR29449917_bin.32,f__Bacteroidaceae,g__Paraprevotella
SRR29449917_bin.33,f__Bacteroidaceae,g__Avibacteroides
SRR29449917_bin.34,f__Tannerellaceae,g__Parabacteroides
SRR29449917_bin.36,f__Acidaminococcaceae,g__URXU01
SRR29449917_bin.4,f__Bifidobacteriaceae,g__Bifidobacterium
SRR29449917_bin.5,f__Lachnospiraceae,g__Anaerobutyricum
SRR29449918_bin.12,f__Tannerellaceae,g__Parabacteroides
SRR29449918_bin.14,f__Acidaminococcaceae,g__CAG-266
SRR29449918_bin.15,f__Oscillospiraceae,g__Enterenecus
SRR29449918_bin.18,f__Atopobiaceae,g__Thermophilibacter
SRR29449918_bin.19,f__Ruminococcaceae,g__Faecalibacterium
SRR29449918_bin.2,f__Treponemataceae,g__Gallitreponema
SRR29449918_bin.20,f__Bacteroidaceae,g__Prevotella
SRR29449918_bin.21,f__Tannerellaceae,g__Parabacteroides
SRR29449918_bin.24,f__P3,g__Pullibacteroides
SRR29449918_bin.27,f__Butyricicoccaceae,g__Butyricicoccus
SRR29449918_bin.28,f__UBA932,g__Cryptobacteroides
SRR29449918_bin.29,f__Tannerellaceae,g__Parabacteroides
SRR29449918_bin.30,f__Elusimicrobiaceae,g__UBA1436
SRR29449918_bin.32,f__Paludibacteraceae,g__Gallipaludibacter
SRR29449918_bin.35,f__Bacteroidaceae,g__Prevotella
SRR29449918_bin.38,f__Treponemataceae,g__Treponema_F
SRR29449918_bin.39,f__UBA932,g__Cryptobacteroides
SRR29449918_bin.44,f__Acutalibacteraceae,g__CAG-557
SRR29449918_bin.49,f__Bacteroidaceae,g__Prevotella
SRR29449918_bin.55,f__Anaerovoracaceae,g__Mogibacterium
SRR29449918_bin.56,f__Erysipelotrichaceae,g__Merdibacter
SRR29449918_bin.57,f__Succinivibrionaceae,g__Anaerobiospirillum
SRR29449918_bin.8,f__Desulfovibrionaceae,g__Desulfovibrio
