ARG_type,Renamed_Drug_Class,Kingdom,Phylum,phylum_without_unknown,Class,Order,Family,Genus,genus_without_unknown,Species,orf_count
APH(2'')-Ie,aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Peptostreptococcaceae,g_Clostridioides,g_Clostridioides,s_Clostridioides difficile,1
APH(2'')-If,aminoglycoside,k_Bacteria,p_Actinobacteria,p_Actinobacteria,c_Coriobacteriia,o_Coriobacteriales,f_Coriobacteriaceae,g_Enorma,g_Enorma,s_Enorma shizhengliae,1
APH(2'')-If,aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Enterocloster,g_Enterocloster,s_Enterocloster bolteae,1
APH(2'')-If,aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Enterocloster,g_Enterocloster,s_Enterocloster clostridioformis,1
APH(2'')-If,aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus faecium,1
APH(2'')-If,aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_unknown,g_Gemmiger,g_Gemmiger,s_Gemmiger formicilis,1
APH(2'')-If,aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Subdoligranulum,g_Subdoligranulum,s_Subdoligranulum variabile,1
APH(2'')-Ig,aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Subdoligranulum,g_Subdoligranulum,s_Subdoligranulum variabile,1
APH(3'')-Ib,aminoglycoside,k_Bacteria,p_Actinobacteria,p_Actinobacteria,c_Actinomycetia,o_Corynebacteriales,f_Corynebacteriaceae,g_Corynebacterium,g_Corynebacterium,s_Corynebacterium diphtheriae,1
APH(3'')-Ib,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Deltaproteobacteria,o_Desulfovibrionales,f_Desulfovibrionaceae,g_Desulfovibrio,g_Desulfovibrio,s_Desulfovibrio piger,1
APH(3'')-Ib,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,s_Enterobacter hormaechei,1
APH(3'')-Ib,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Shigella,g_Shigella,s_Shigella sonnei,1
APH(3'')-Ib,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Vibrionales,f_Vibrionaceae,g_Vibrio,g_Vibrio,s_Vibrio cholerae,1
APH(3')-IIIa,aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Anaerotignum,g_Anaerotignum,s_Anaerotignum lactatifermentans,1
APH(3')-IIIa,aminoglycoside,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides caecigallinarum,1
APH(3')-IIIa,aminoglycoside,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides sp. AGMB03916,1
APH(3')-IIIa,aminoglycoside,k_Bacteria,p_Actinobacteria,p_Actinobacteria,c_Actinomycetia,o_Bifidobacteriales,f_Bifidobacteriaceae,g_Bifidobacterium,g_Bifidobacterium,s_Bifidobacterium longum,1
APH(3')-IIIa,aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Clostridiaceae,g_Butyricicoccus,g_Butyricicoccus,s_Butyricicoccus pullicaecorum,1
APH(3')-IIIa,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Deltaproteobacteria,o_Desulfovibrionales,f_Desulfovibrionaceae,g_Desulfovibrio,g_Desulfovibrio,s_Desulfovibrio piger,1
APH(3')-IIIa,aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Enterocloster,g_Enterocloster,s_Enterocloster clostridioformis,1
APH(3')-IIIa,aminoglycoside,k_Bacteria,p_Fusobacteria,p_Fusobacteria,c_Fusobacteriia,o_Fusobacteriales,f_Fusobacteriaceae,g_Fusobacterium,g_Fusobacterium,s_Fusobacterium mortiferum,1
APH(3')-IIIa,aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_unknown,g_Gemmiger,g_Gemmiger,s_Gemmiger sp. An50,1
APH(3')-IIIa,aminoglycoside,k_Bacteria,p_Deferribacteres,p_Deferribacterota,c_Deferribacteres,o_Deferribacterales,f_Mucispirillaceae,g_Mucispirillum,g_Mucispirillum,s_Mucispirillum sp.,1
APH(3')-IIIa,aminoglycoside,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,g_Phocaeicola,s_Phocaeicola vulgatus,1
APH(3')-IIIa,aminoglycoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_unknown,Other,s_Ruminococcaceae bacterium AM07-15,1
APH(3')-IIIa,aminoglycoside,k_unknown,p_Uroviricota,p_Uroviricota,c_Caudoviricetes,o_Caudovirales,f_Siphoviridae,g_unknown,Other,s_Siphoviridae sp.,1
APH(3')-Ia,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Moraxellales,f_Moraxellaceae,g_Acinetobacter,g_Acinetobacter,s_Acinetobacter baumannii,1
APH(3')-Ia,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pasteurellales,f_Pasteurellaceae,g_Actinobacillus,g_Actinobacillus,s_Actinobacillus pleuropneumoniae,1
APH(3')-Ia,aminoglycoside,k_Bacteria,p_Actinobacteria,p_Actinobacteria,c_Actinomycetia,o_Corynebacteriales,f_Corynebacteriaceae,g_Corynebacterium,g_Corynebacterium,s_Corynebacterium diphtheriae,1
APH(3')-Ia,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pasteurellales,f_Pasteurellaceae,g_Gallibacterium,g_Gallibacterium,s_Gallibacterium genomosp. 3,1
APH(3')-Ia,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pasteurellales,f_Pasteurellaceae,g_Haemophilus,g_Haemophilus,s_Haemophilus parainfluenzae,1
APH(3')-Ib,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,g_Escherichia,s_Escherichia coli,1
APH(6)-Ic,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,NA,Other,NA,1
APH(6)-Id,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Moraxellales,f_Moraxellaceae,g_Acinetobacter,g_Acinetobacter,s_Acinetobacter baumannii,1
APH(6)-Id,aminoglycoside,k_Bacteria,p_Actinobacteria,p_Actinobacteria,c_Actinomycetia,o_Corynebacteriales,f_Corynebacteriaceae,g_Corynebacterium,g_Corynebacterium,s_Corynebacterium diphtheriae,1
APH(6)-Id,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Deltaproteobacteria,o_Desulfovibrionales,f_Desulfovibrionaceae,g_Desulfovibrio,g_Desulfovibrio,s_Desulfovibrio piger,1
APH(6)-Id,aminoglycoside,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Salmonella,g_Salmonella,s_Salmonella enterica,1
BLMT,glycopeptide,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,1
BLMT,glycopeptide,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,NA,Other,NA,1
BRO-2,penam,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Moraxellales,f_Moraxellaceae,NA,Other,NA,1
CARB-4,penam,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pseudomonadales,f_Pseudomonadaceae,g_Pseudomonas,g_Pseudomonas,s_Pseudomonas aeruginosa,1
CDD-2,carbapenem,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Peptostreptococcaceae,g_Clostridioides,g_Clostridioides,s_Clostridioides difficile,1
CMH-4,cephalosporin,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,s_Enterobacter cloacae,1
CTX-M-55,cephalosporin,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Citrobacter,g_Citrobacter,s_Citrobacter freundii,1
CTX-M-55,cephalosporin,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,s_Enterobacter hormaechei,1
CTX-M-55,cephalosporin,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pasteurellales,f_Pasteurellaceae,g_Gallibacterium,g_Gallibacterium,s_Gallibacterium anatis,1
Campylobacter coli chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides stercoris,1
Campylobacter coli chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Epsilonproteobacteria,o_Campylobacterales,f_Campylobacteraceae,g_Campylobacter,g_Campylobacter,s_Campylobacter jejuni,1
Campylobacter coli chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Peptostreptococcaceae,g_Clostridioides,g_Clostridioides,s_Clostridioides difficile,1
Campylobacter coli chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Eubacteriaceae,g_Eubacterium,g_Eubacterium,s_Eubacterium callanderi,1
Campylobacter coli chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_unknown,g_Gemmiger,g_Gemmiger,s_Gemmiger formicilis,1
Campylobacter coli chloramphenicol acetyltransferase,phenicol,k_Bacteria,p_Deferribacteres,p_Deferribacteres,c_Deferribacteres,o_Deferribacterales,f_Deferribacteraceae,g_Mucispirillum,g_Mucispirillum,s_Mucispirillum schaedleri,1
CblA-1,cephalosporin,k_Bacteria,p_unknown,Other,c_unknown,o_unknown,f_unknown,g_unknown,Other,s_uncultured bacterium,1
CfxA6,cephamycin,k_Bacteria,p_Verrucomicrobia,p_Verrucomicrobia,c_Verrucomicrobiae,o_Verrucomicrobiales,f_Akkermansiaceae,g_Akkermansia,g_Akkermansia,s_Akkermansia sp. BIOML-A32,1
CfxA6,cephamycin,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides fragilis,1
CfxA6,cephamycin,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides pyogenes,1
CfxA6,cephamycin,k_Bacteria,p_unknown,Other,c_unknown,o_unknown,f_unknown,g_unknown,Other,s_uncultured bacterium,1
Clostridioides difficile gyrB conferring resistance to fluoroquinolones,fluoroquinolone,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Clostridiaceae,g_Clostridium,g_Clostridium,s_Clostridium perfringens,1
DfrA37,diaminopyrimidine,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Citrobacter,g_Citrobacter,s_Citrobacter freundii,1
DfrA37,diaminopyrimidine,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Shigella,g_Shigella,s_Shigella sonnei,1
DfrB9,diaminopyrimidine,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pseudomonadales,f_Pseudomonadaceae,g_Pseudomonas,g_Pseudomonas,s_Pseudomonas aeruginosa,1
EreD,macrolide,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides sp. OF04-15BH,1
EreD,macrolide,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,g_Escherichia,s_Escherichia coli,1
EreD,macrolide,k_unknown,p_Uroviricota,p_Uroviricota,c_Caudoviricetes,o_Caudovirales,f_Siphoviridae,g_unknown,Other,s_Siphoviridae sp.,1
Erm(34),multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Bacillaceae,NA,Other,NA,1
Erm(35),multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides stercoris,1
Erm(35),multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides uniformis,1
Erm(35),multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Odoribacteraceae,g_Odoribacter,g_Odoribacter,s_Odoribacter splanchnicus,1
Erm(35),multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Flavobacteriia,o_Flavobacteriales,f_Weeksellaceae,g_Ornithobacterium,g_Ornithobacterium,s_Ornithobacterium rhinotracheale,1
Erm(35),multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,g_Phocaeicola,s_Phocaeicola coprocola,1
Erm(35),multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,g_Phocaeicola,s_Phocaeicola dorei,1
Erm(35),multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Prevotellaceae,g_Prevotella,g_Prevotella,s_Prevotella marseillensis,1
Erm(42),multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Citrobacter,g_Citrobacter,s_Citrobacter freundii,1
Erm(42),multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,1
Erm(52),multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Anaerotignum,g_Anaerotignum,s_Anaerotignum lactatifermentans,1
Erm(52),multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Clostridiaceae,g_Candidatus Arthromitus,g_Candidatus Arthromitus,s_Candidatus Arthromitus sp. SFB-turkey,1
Erm(52),multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Lachnoclostridium,g_Lachnoclostridium,s_Lachnoclostridium sp. An76,1
Erm(52),multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Ruthenibacterium,g_Ruthenibacterium,s_Ruthenibacterium lactatiformans,1
ErmA,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus casseliflavus,1
ErmA,multidrug,k_Bacteria,p_Fusobacteria,p_Fusobacteria,c_Fusobacteriia,o_Fusobacteriales,f_Fusobacteriaceae,g_Fusobacterium,g_Fusobacterium,s_Fusobacterium mortiferum,1
ErmA,multidrug,k_Bacteria,p_Deferribacteres,p_Deferribacteres,c_Deferribacteres,o_Deferribacterales,f_Deferribacteraceae,g_Mucispirillum,g_Mucispirillum,s_Mucispirillum schaedleri,1
ErmB,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Agathobaculum,g_Agathobaculum,s_Agathobaculum sp. Marseille-P7918,1
ErmB,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Peptostreptococcaceae,g_Clostridioides,g_Clostridioides,s_Clostridioides difficile,1
ErmB,multidrug,k_Bacteria,p_Actinobacteria,p_Actinobacteria,c_Coriobacteriia,o_Coriobacteriales,f_unknown,g_unknown,Other,s_Coriobacteriales bacterium DNF00809,1
ErmB,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Eubacteriaceae,g_Eubacterium,g_Eubacterium,s_Eubacterium callanderi,1
ErmB,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Clostridiaceae,g_Hungatella,g_Hungatella,s_Hungatella hathewayi,1
ErmB,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_unknown,Other,s_Lachnospiraceae bacterium,1
ErmB,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Lactobacillaceae,g_Limosilactobacillus,g_Limosilactobacillus,s_Limosilactobacillus reuteri,1
ErmB,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,g_Mammaliicoccus,g_Mammaliicoccus,s_Mammaliicoccus sciuri,1
ErmB,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Streptococcaceae,g_Streptococcus,g_Streptococcus,s_Streptococcus pneumoniae,1
ErmB,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Mediterraneibacter,g_Mediterraneibacter,s_[Ruminococcus] lactaris,1
ErmB,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Mediterraneibacter,g_Mediterraneibacter,s_[Ruminococcus] torques,1
ErmC,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Lactobacillaceae,g_Ligilactobacillus,g_Ligilactobacillus,s_Ligilactobacillus salivarius,1
ErmC,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Streptococcaceae,g_Streptococcus,g_Streptococcus,s_Streptococcus gallolyticus,1
ErmF,multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides caccae,1
ErmF,multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides caecigallinarum,1
ErmF,multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides ovatus,1
ErmF,multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides salyersiae,1
ErmF,multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides sp. AGMB03916,1
ErmF,multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides stercoris,1
ErmF,multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides thetaiotaomicron,1
ErmF,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pasteurellales,f_Pasteurellaceae,g_Glaesserella,g_Glaesserella,s_Glaesserella parasuis,1
ErmF,multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Prevotellaceae,g_Prevotella,g_Prevotella,s_Prevotella marseillensis,1
ErmF,multidrug,k_Bacteria,p_unknown,Other,c_unknown,o_unknown,f_unknown,g_unknown,Other,s_uncultured bacterium,1
ErmG,multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides salyersiae,1
ErmG,multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides stercoris,1
ErmG,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_unknown,g_unknown,Other,s_Clostridiales bacterium,1
ErmG,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Erysipelotrichia,o_Erysipelotrichales,f_Erysipelotrichaceae,g_Faecalitalea,g_Faecalitalea,s_Faecalitalea cylindroides,1
ErmG,multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,g_Phocaeicola,s_Phocaeicola vulgatus,1
ErmG,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Streptococcaceae,g_Streptococcus,g_Streptococcus,s_Streptococcus suis,1
ErmG,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Erysipelotrichia,o_Erysipelotrichales,f_Turicibacteraceae,g_Turicibacter,g_Turicibacter,s_Turicibacter sp. TJ11,1
ErmT,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus faecium,1
ErmT,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Peptostreptococcaceae,g_Peptacetobacter,g_Peptacetobacter,s_Peptacetobacter hominis,1
ErmT,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Streptococcaceae,g_Streptococcus,g_Streptococcus,s_Streptococcus suis,1
ErmX,multidrug,k_Bacteria,p_Actinobacteria,p_Actinobacteria,c_Coriobacteriia,o_Coriobacteriales,f_Coriobacteriaceae,g_Enorma,g_Enorma,s_Enorma shizhengliae,1
ErmX,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,1
"Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime",multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Salmonella,g_Salmonella,s_Salmonella enterica,1
Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,s_Enterobacter hormaechei,1
Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Shigella,g_Shigella,s_Shigella sonnei,1
Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin,elfamycin,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Morganellaceae,g_Morganella,g_Morganella,s_Morganella morganii,1
Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin,elfamycin,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Vibrionales,f_Vibrionaceae,g_Vibrio,g_Vibrio,s_Vibrio cholerae,1
Escherichia coli acrA,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,g_Escherichia,s_Escherichia fergusonii,1
Escherichia coli acrA,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Shigella,g_Shigella,s_Shigella sonnei,1
Escherichia coli mdfA,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,s_Enterobacter hormaechei,1
Escherichia coli mdfA,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Shigella,g_Shigella,s_Shigella sonnei,1
Escherichia coli parE conferring resistance to fluoroquinolones,fluoroquinolone,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Vibrionales,f_Vibrionaceae,g_Vibrio,g_Vibrio,s_Vibrio cholerae,1
Escherichia coli soxR with mutation conferring antibiotic resistance,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Shigella,g_Shigella,s_Shigella sonnei,1
Escherichia coli soxR with mutation conferring antibiotic resistance,multidrug,k_Bacteria,p_unknown,Other,c_unknown,o_unknown,f_unknown,g_unknown,Other,s_uncultured bacterium,1
