MAG	p	p.adj	p.format	p.signif	method	MAG_id	Kingdom	Phylum	Class	Order	Family	Genus	Species	Abundance_mean	live_rate	Group
MAG10907	0.551324286434401	0.55	0.55	ns	Kruskal-Wallis	SHCC186A_bin.40	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__RUG11867	s__RUG11867 sp944350395	0.05177399	0.292929293	other_families
MAG11278	0.548958198704197	0.55	0.55	ns	Kruskal-Wallis	SHCC196A_bin.62	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Scatomorpha	s__Scatomorpha merdavium	0.033774003	0.232323232	other_families
MAG11417	0.55241407912238	0.55	0.55	ns	Kruskal-Wallis	SHCC1A_bin.37	d__Bacteria	p__Bacillota	c__Bacilli	o__Acholeplasmatales	f__Anaeroplasmataceae	g__Anaeroplasma	s__Anaeroplasma faecigallinarum	0.04792138	0.30976431	other_families
MAG11594	0.547544105334338	0.55	0.55	ns	Kruskal-Wallis	SHCC204B_bin.53	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__Scatacola_A	s__Scatacola_A sp944392155	0.06491346	0.228956229	other_families
MAG11913	0.553886194375768	0.55	0.55	ns	Kruskal-Wallis	SHCC211A_bin.27	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	1.381511259	0.919191919	other_families
MAG11993	0.550585793621608	0.55	0.55	ns	Kruskal-Wallis	SHCC213A_bin.27	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__UMGS2016	s__UMGS2016 sp944355255	0.044210916	0.397306397	other_families
MAG12391	0.551702508129034	0.55	0.55	ns	Kruskal-Wallis	SHCC229A_bin.28	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia intestinavium	0.065639035	0.286195286	other_families
MAG12566	0.549055693258731	0.55	0.55	ns	Kruskal-Wallis	SHCC234B_bin.61	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__RUG14156	g__Galligastranaerophilus_A	s__Galligastranaerophilus_A sp944325145	0.079662185	0.252525253	other_families
MAG12841	0.553892187169061	0.55	0.55	ns	Kruskal-Wallis	SHCC243A_bin.78	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Sphaerochaetales	f__Sphaerochaetaceae	g__Ornithospirochaeta	s__	0.191075576	0.30976431	other_families
MAG13586	0.552138742806791	0.55	0.55	ns	Kruskal-Wallis	SHCC261A_bin.67	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__Aphodousia	s__Aphodousia sp905201055	0.10722867	0.845117845	other_families
MAG13682	0.549898876819893	0.55	0.55	ns	Kruskal-Wallis	SHCC262B_bin_with_2dai_data_bin.75	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Avoscillospira	s__Avoscillospira stercoripullorum	0.021861594	0.296296296	other_families
MAG14393	0.551828566537858	0.55	0.55	ns	Kruskal-Wallis	SHCC279A_bin.94	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__JAFGXN01	f__CALXOJ01	g__CALXOJ01	s__	0.436301037	0.397306397	other_families
MAG14694	0.546380037690354	0.55	0.55	ns	Kruskal-Wallis	SHCC285B_bin_with_2dai_data_bin.97	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum intestinipullorum	0.162909343	0.996632997	other_families
MAG15034	0.55399423803757	0.55	0.55	ns	Kruskal-Wallis	SHCC296A_bin.31	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Mediterranea	s__Mediterranea ndongoniae	0.06554201	0.424242424	other_genus_from_Bacteroidaceae
MAG15216	0.548522242504064	0.55	0.55	ns	Kruskal-Wallis	SHCC29A_bin.109	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__RUG14156	g__RUG14156	s__RUG14156 sp944324915	0.065996987	0.333333333	other_families
MAG15916	0.550506743828587	0.55	0.55	ns	Kruskal-Wallis	SHCC45A_bin.107	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides faecavium	0.024239093	0.316498316	other_families
MAG15960	0.550884003311554	0.55	0.55	ns	Kruskal-Wallis	SHCC45A_bin.95	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__RGIG1955	s__RGIG1955 sp017400345	0.081322562	0.323232323	other_families
MAG15982	0.551536920461411	0.55	0.55	ns	Kruskal-Wallis	SHCC46B_bin.33	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__CALVGN01	s__	0.026027407	0.225589226	other_families
MAG16069	0.547868122988078	0.55	0.55	ns	Kruskal-Wallis	SHCC49A_bin.17	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides faecavium	0.10326099	0.249158249	other_families
MAG16219	0.547195512696628	0.55	0.55	ns	Kruskal-Wallis	SHCC51A_bin.82	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__43-108	s__43-108 sp001915545	0.095292781	0.316498316	other_genus_from_Bacteroidaceae
MAG16507	0.553444276471082	0.55	0.55	ns	Kruskal-Wallis	SHCC5A_bin.11	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Fimicola	s__Fimicola sp944379995	0.044817987	0.222222222	other_families
MAG16555	0.548826386475345	0.55	0.55	ns	Kruskal-Wallis	SHCC61A_bin.2	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio gallistercoris	4.207535279	0.427609428	other_families
MAG16786	0.546127446847466	0.55	0.55	ns	Kruskal-Wallis	SHCC69B_bin.33	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__Ornithoclostridium	s__	0.428795746	0.30976431	other_families
MAG17678	0.553177531376393	0.55	0.55	ns	Kruskal-Wallis	SHCC95A_bin.24	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Heritagella	s__Heritagella sp905215105	0.031298057	0.282828283	other_families
MAG1817	0.552204559751251	0.55	0.55	ns	Kruskal-Wallis	BKDN170796177_1A_bin.36	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp000433175	0.009101	0.400673401	other_genus_from_Bacteroidaceae
MAG18386	0.550369639792264	0.55	0.55	ns	Kruskal-Wallis	SRR21163431_bin.72	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__	0.024514815	0.333333333	other_families
MAG18807	0.551928721717508	0.55	0.55	ns	Kruskal-Wallis	SRR21163443_bin.31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__JAAWBF01	s__	0.012684606	0.723905724	other_families
MAG19418	0.548967736738541	0.55	0.55	ns	Kruskal-Wallis	SRR28497701_bin.48	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Scatenecus	s__	0.034838044	0.468013468	other_families
MAG19593	0.551631149559214	0.55	0.55	ns	Kruskal-Wallis	SRR29409643_bin.1	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Dysosmobacter	s__Dysosmobacter sp018228705	0.09447265	0.552188552	other_families
MAG19835	0.545708841343635	0.55	0.55	ns	Kruskal-Wallis	SRR29429240_bin.99	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes avistercoris	0.020776162	0.922558923	other_families
MAG19861	0.550109163934046	0.55	0.55	ns	Kruskal-Wallis	SRR29429241_bin.49	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__CAJLXD01	s__CAJLXD01 sp944392255	0.110563239	0.767676768	other_families
MAG21484	0.54572927717127	0.55	0.55	ns	Kruskal-Wallis	SRR29472729_bin.38	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Heritagella	s__Heritagella sp905215105	0.010269007	0.377104377	other_families
MAG23336	0.552455472954239	0.55	0.55	ns	Kruskal-Wallis	SHCC206A_bin.37	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_A	s__Methanobrevibacter_A woesei	0.07608801	0.228956229	other_families
MAG23359	0.54777810300887	0.55	0.55	ns	Kruskal-Wallis	SHCC246A_bin.52	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__UBA71	s__	0.045983507	0.262626263	other_families
MAG2491	0.548161779981706	0.55	0.55	ns	Kruskal-Wallis	CCH162_1A_bin.63	d__Bacteria	p__Bacillota	c__Bacilli	o__RFN20	f__CAG-826	g__UBA4951	s__UBA4951 sp900542595	0.000324222	0.245791246	other_families
MAG3031	0.551301373232287	0.55	0.55	ns	Kruskal-Wallis	CCH247_bin_with_2dai_data_bin.57	d__Bacteria	p__Bacillota	c__Bacilli	o__Mycoplasmatales	f__Mycoplasmoidaceae	g__	s__	0.037373276	0.898989899	other_families
MAG4234	0.549815489552515	0.55	0.55	ns	Kruskal-Wallis	CCS19A_bin.22	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Mediterranea	s__Mediterranea ndongoniae	0.026443354	0.592592593	other_genus_from_Bacteroidaceae
MAG4599	0.552827297411612	0.55	0.55	ns	Kruskal-Wallis	CCS30A_bin.68	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	0.108194586	0.784511785	other_families
MAG4853	0.553075399168623	0.55	0.55	ns	Kruskal-Wallis	CCY20A_bin.8	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__CAG-267	s__CAG-267 sp944390455	0.006242847	0.30976431	other_families
MAG5466	0.545206853465756	0.55	0.55	ns	Kruskal-Wallis	CCY41B_bin.6	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Limenecus	s__Limenecus sp944326555	0.13091929	0.572390572	other_families
MAG5559	0.553409233166962	0.55	0.55	ns	Kruskal-Wallis	CCY44A_bin.52	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	0.085961406	0.828282828	other_families
MAG5725	0.547042356079767	0.55	0.55	ns	Kruskal-Wallis	CCY49A_bin.89	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__UMGS1585	s__UMGS1585 sp944324055	0.071679178	0.548821549	other_families
MAG8245	0.553273935331287	0.55	0.55	ns	Kruskal-Wallis	SHCC105A_bin.2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Mediterranea	s__Mediterranea ndongoniae	0.076507973	0.501683502	other_genus_from_Bacteroidaceae
MAG8397	0.55329442642245	0.55	0.55	ns	Kruskal-Wallis	SHCC10A_bin.40	d__Bacteria	p__Spirochaetota	c__Brachyspirae	o__Brachyspirales	f__Brachyspiraceae	g__Brachyspira	s__	2.193616232	0.855218855	other_families
MAG8893	0.546944004464238	0.55	0.55	ns	Kruskal-Wallis	SHCC122B_bin.8	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Faecimonas	s__Faecimonas sp944371955	0.054901367	0.377104377	other_families
MAG10093	0.561349032955403	0.56	0.56	ns	Kruskal-Wallis	SHCC163A_bin.23	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Mediterranea	s__Mediterranea ndongoniae	0.381708389	0.784511785	other_genus_from_Bacteroidaceae
MAG10127	0.562988517045344	0.56	0.56	ns	Kruskal-Wallis	SHCC164B_bin.52	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__CAAFZY01	s__	0.173461411	0.31986532	other_families
MAG10553	0.55722299127317	0.56	0.56	ns	Kruskal-Wallis	SHCC177A_bin.46	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-917	g__Limadaptatus	s__Limadaptatus sp900545885	0.097930667	0.62962963	other_families
MAG10841	0.560221436195321	0.56	0.56	ns	Kruskal-Wallis	SHCC184A_bin.37	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-557	s__	0.090255471	0.501683502	other_families
MAG11100	0.557073207390363	0.56	0.56	ns	Kruskal-Wallis	SHCC191A_bin.35	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__HGM16780	s__	0.027574476	0.225589226	other_families
MAG11249	0.557047328938105	0.56	0.56	ns	Kruskal-Wallis	SHCC196A_bin.21	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes sp900550925	0.148969453	0.316498316	other_families
MAG11323	0.559970975327183	0.56	0.56	ns	Kruskal-Wallis	SHCC197A_bin.4	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Faecimonas	s__	0.132012436	0.494949495	other_families
MAG11411	0.562194587069316	0.56	0.56	ns	Kruskal-Wallis	SHCC1A_bin.30	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum sp944384725	0.110553987	0.606060606	other_families
MAG11469	0.56066267740799	0.56	0.56	ns	Kruskal-Wallis	SHCC201A_bin.21	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__	0.063200207	0.363636364	other_families
MAG11519	0.563892634895048	0.56	0.56	ns	Kruskal-Wallis	SHCC202A_bin.4	d__Bacteria	p__Spirochaetota	c__Brachyspirae	o__Brachyspirales	f__Brachyspiraceae	g__Brachyspira	s__Brachyspira sp934747485	0.458598731	0.801346801	other_families
MAG11925	0.555697884124629	0.56	0.56	ns	Kruskal-Wallis	SHCC212A_bin.100	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__RACS-045	s__RACS-045 sp944376205	0.054652684	0.34006734	other_families
MAG12093	0.557007420068883	0.56	0.56	ns	Kruskal-Wallis	SHCC218A_bin.20	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__DXHG01	s__DXHG01 sp944389415	0.210627993	0.468013468	other_families
MAG12877	0.560837390841954	0.56	0.56	ns	Kruskal-Wallis	SHCC244A_bin.69	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__	0.071678562	0.316498316	other_families
MAG13419	0.55822860430172	0.56	0.56	ns	Kruskal-Wallis	SHCC259A_bin.14	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__JAFGXN01	f__CALXOJ01	g__CALXOJ01	s__	0.003832168	0.202020202	other_families
MAG13599	0.563231655972437	0.56	0.56	ns	Kruskal-Wallis	SHCC262A_bin.18	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-245	s__	0.335833742	0.841750842	other_families
MAG13680	0.558037645644445	0.56	0.56	ns	Kruskal-Wallis	SHCC262B_bin_with_2dai_data_bin.72	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__	0.183473061	0.592592593	other_genus_from_Bacteroidaceae
MAG13749	0.56136280951173	0.56	0.56	ns	Kruskal-Wallis	SHCC263A_bin.66	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CALXUC01	s__	0.266611029	0.663299663	other_families
MAG14418	0.563483518564621	0.56	0.56	ns	Kruskal-Wallis	SHCC27A_bin.5	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__Ornithoclostridium	s__Ornithoclostridium sp944381325	0.08773535	0.451178451	other_families
MAG14422	0.555366446491609	0.56	0.56	ns	Kruskal-Wallis	SHCC27A_bin.53	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium sp002160895	0.047997879	0.282828283	other_families
MAG14428	0.559319644340697	0.56	0.56	ns	Kruskal-Wallis	SHCC27A_bin.61	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__HGM16780	s__	0.479846104	0.696969697	other_families
MAG14808	0.557668425420441	0.56	0.56	ns	Kruskal-Wallis	SHCC288B_bin_with_2dai_data_bin.40	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Avibacteroides	s__Avibacteroides sp944320965	3.429180747	0.976430976	other_genus_from_Bacteroidaceae
MAG15140	0.555604863139265	0.56	0.56	ns	Kruskal-Wallis	SHCC298A_bin.44	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__HGM16780	s__	0.065696907	0.259259259	other_families
MAG1570	0.55518793764273	0.56	0.56	ns	Kruskal-Wallis	BKDN170795837_1A_bin.47	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__Eubacterium_R sp944385025	0.015462542	0.552188552	other_families
MAG15930	0.559445136739506	0.56	0.56	ns	Kruskal-Wallis	SHCC45A_bin.30	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Aphodocola	s__Aphodocola sp944329425	0.048685842	0.451178451	other_families
MAG16108	0.557446309365294	0.56	0.56	ns	Kruskal-Wallis	SHCC4A_bin.47	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__Ornithoclostridium	s__	0.127014522	0.437710438	other_families
MAG16220	0.55523280293771	0.56	0.56	ns	Kruskal-Wallis	SHCC51A_bin.84	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Limenecus	s__Limenecus sp944326515	0.075636172	0.292929293	other_families
MAG16458	0.557393619937688	0.56	0.56	ns	Kruskal-Wallis	SHCC58B_bin_with_2dai_data_bin.61	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium sp002160895	0.079928788	0.515151515	other_families
MAG17017	0.561170813682467	0.56	0.56	ns	Kruskal-Wallis	SHCC74A_bin.65	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Avanaerovorax	s__	0.021591382	0.397306397	other_families
MAG17211	0.555608414885098	0.56	0.56	ns	Kruskal-Wallis	SHCC80A_bin.31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Scybalenecus	s__	0.18349553	0.323232323	other_families
MAG17283	0.555034422309411	0.56	0.56	ns	Kruskal-Wallis	SHCC83A_bin.30	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__CAG-274	g__Tyzzerella	s__	0.077814522	0.427609428	other_families
MAG1747	0.56436177195124	0.56	0.56	ns	Kruskal-Wallis	BKDN170796077_1A_bin.81	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__Ornithoclostridium	s__	0.008575872	0.31986532	other_families
MAG21064	0.558442970334002	0.56	0.56	ns	Kruskal-Wallis	SRR29449917_bin.5	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerobutyricum	s__	0.007771577	0.228956229	other_families
MAG21071	0.558234763111482	0.56	0.56	ns	Kruskal-Wallis	SRR29449918_bin.19	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__	0.051688737	0.363636364	other_families
MAG2132	0.560339617738027	0.56	0.56	ns	Kruskal-Wallis	CCH108_bin_with_2dai_data_bin.16	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Anaerotignum	s__Anaerotignum sp905212195	0.007852229	0.245791246	other_families
MAG21560	0.563650822388426	0.56	0.56	ns	Kruskal-Wallis	SRR29472731_bin.25	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Thermophilibacter	s__	0.019158244	0.420875421	other_families
MAG21935	0.55785417682724	0.56	0.56	ns	Kruskal-Wallis	SRR29472737_bin.58	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__	0.035332566	0.528619529	other_families
MAG22035	0.563058104157237	0.56	0.56	ns	Kruskal-Wallis	SRR29472740_bin.10	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-465	g__CAG-465	s__CAG-465 sp944383015	0.079455928	0.235690236	other_families
MAG22264	0.563083105691387	0.56	0.56	ns	Kruskal-Wallis	SRR29472744_bin.1	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerobutyricum	s__	0.022656047	0.461279461	other_families
MAG22855	0.564020262483038	0.56	0.56	ns	Kruskal-Wallis	SRR29536179_bin.60	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides intestinipullorum	0.011272899	0.804713805	other_families
MAG2592	0.564420041941742	0.56	0.56	ns	Kruskal-Wallis	CCH186_2_bin_with_2dai_data_bin.25	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__51-20	s__	0.025697901	0.215488215	other_families
MAG3066	0.560727426732458	0.56	0.56	ns	Kruskal-Wallis	CCH247_bin_with_3dai_data_bin.55	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__Duodenibacillus	s__Duodenibacillus sp019410445	0.047146003	0.801346801	other_families
MAG4490	0.556283876550301	0.56	0.56	ns	Kruskal-Wallis	CCS28B_bin.23	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Succinivibrionaceae	g__Anaerobiospirillum	s__	0.01011696	0.461279461	other_families
MAG4632	0.560738550232435	0.56	0.56	ns	Kruskal-Wallis	CCS34A_bin.40	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Caccenecus	s__	0.099305261	0.747474747	other_families
MAG4678	0.555498592322105	0.56	0.56	ns	Kruskal-Wallis	CCY10A_bin.12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Limousia	s__Limousia pullorum	0.016470057	0.575757576	other_families
MAG4769	0.557126556116637	0.56	0.56	ns	Kruskal-Wallis	CCY17A_bin.22	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__Barnesiella	s__Barnesiella merdigallinarum	0.00506801	0.414141414	other_families
MAG4981	0.555627763161206	0.56	0.56	ns	Kruskal-Wallis	CCY25B_bin.33	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium sp002160895	0.007956956	0.35016835	other_families
MAG7373	0.558390647874822	0.56	0.56	ns	Kruskal-Wallis	FJY52A_bin.13	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Flavonifractor	s__Flavonifractor sp017811815	2.117742875	1	other_families
MAG7929	0.555924810658199	0.56	0.56	ns	Kruskal-Wallis	Lace_duck_Glandular_stomach_25_bin.20	d__Bacteria	p__Spirochaetota	c__Brachyspirae	o__Brachyspirales	f__Brachyspiraceae	g__Brachyspira	s__Brachyspira pilosicoli	0.099516476	0.609427609	other_families
MAG8720	0.560344640194145	0.56	0.56	ns	Kruskal-Wallis	SHCC119A_bin.61	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Onthocola_B	s__	0.258040611	0.737373737	other_families
MAG9169	0.557262778517235	0.56	0.56	ns	Kruskal-Wallis	SHCC132A_bin.46	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__CAJLXD01	s__	0.084691564	0.414141414	other_families
MAG9745	0.560420611618247	0.56	0.56	ns	Kruskal-Wallis	SHCC151A_bin.10	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__	0.116471808	0.437710438	other_families
MAG9793	0.56277608630918	0.56	0.56	ns	Kruskal-Wallis	SHCC154A_bin.25	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Limousia	s__Limousia pullorum	0.13576432	0.259259259	other_families
MAG9986	0.55522261970312	0.56	0.56	ns	Kruskal-Wallis	SHCC15A_bin.69	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__RUG14156	g__RUG14156	s__RUG14156 sp944324485	0.087548682	0.498316498	other_families
MAG10271	0.570489447817151	0.57	0.57	ns	Kruskal-Wallis	SHCC167A_bin.77	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__	0.454124625	0.784511785	other_families
MAG10615	0.569117759600887	0.57	0.57	ns	Kruskal-Wallis	SHCC179A_bin.24	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_D	s__Campylobacter_D jejuni	0.173659497	0.367003367	other_families
MAG10687	0.567672409004779	0.57	0.57	ns	Kruskal-Wallis	SHCC180A_bin.22	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Nanosyncoccaceae	g__UBA2834	s__UBA2834 sp004561445	0.123862872	0.249158249	other_families
MAG10702	0.574182461152973	0.57	0.57	ns	Kruskal-Wallis	SHCC180A_bin.48	d__Bacteria	p__Spirochaetota	c__Brachyspirae	o__Brachyspirales	f__Brachyspiraceae	g__Brachyspira	s__	0.260559534	0.552188552	other_families
MAG1093	0.568145942787854	0.57	0.57	ns	Kruskal-Wallis	BKDN170794480_1A_bin.58	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__	0.047262205	0.942760943	other_families
MAG11078	0.569972964377741	0.57	0.57	ns	Kruskal-Wallis	SHCC190A_bin.27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA1242	g__Caccovivens	s__	0.056754226	0.272727273	other_families
