MGE_subtype,ARG,species,Sample
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793904-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793904-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793904-1A
rep7,catA8,s__Enterococcus faecium,BKDN170793904-1A
repUS12,catA8,s__Enterococcus faecium,BKDN170793904-1A
tnpA,tet(A),s__unclassified Enterobacteriaceae species,BKDN170793904-1A
tnpA,tet(A),s__unclassified Enterobacteriaceae species,BKDN170793904-1A
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,BKDN170793904-1A
tnpA,APH(6)-Id,s__unclassified Gammaproteobacteria species,BKDN170793904-1A
tnpA,sul2,s__unclassified Enterobacteriaceae species,BKDN170793904-1A
tnpA,sul2,s__unclassified Enterobacteriaceae species,BKDN170793904-1A
tnpA,fexB,s__Enterococcus faecium,BKDN170793906-1A
tnpA,fexB,s__Enterococcus faecium,BKDN170793906-1A
int2,lnuC,s__Streptococcus gallolyticus,BKDN170793906-1A
tnpA,FosB3,s__unclassified Enterococcus species,BKDN170793906-1A
qacEdelta,qacEdelta1,s__Streptomyces pristinaespiralis,BKDN170793906-1A
tniB,qacEdelta1,s__Streptomyces pristinaespiralis,BKDN170793906-1A
qacEdelta,sul1,s__Streptomyces pristinaespiralis,BKDN170793906-1A
tniB,sul1,s__Streptomyces pristinaespiralis,BKDN170793906-1A
rep7,catA8,s__Latilactobacillus curvatus,BKDN170793906-1A
intI1,dfrA14,s__Escherichia coli,BKDN170793906-1A
tnpA,dfrA14,s__Escherichia coli,BKDN170793906-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793906-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793906-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793906-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793906-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793906-1A
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,BKDN170793906-1A
rep7,catA8,s__Enterococcus faecium,BKDN170793907-1A
qacEdelta,aadA5,s__unclassified Gammaproteobacteria species,BKDN170793907-1A
qacEdelta,dfrA17,s__unclassified Gammaproteobacteria species,BKDN170793907-1A
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,BKDN170793907-1A
intI1,OXA-10,s__Escherichia coli,BKDN170793907-1A
tnpA,OXA-10,s__Escherichia coli,BKDN170793907-1A
intI1,arr-2,s__Escherichia coli,BKDN170793907-1A
tnpA,arr-2,s__Escherichia coli,BKDN170793907-1A
intI1,cmlA5,s__Escherichia coli,BKDN170793907-1A
tnpA,cmlA5,s__Escherichia coli,BKDN170793907-1A
intI1,dfrA14,s__Escherichia coli,BKDN170793907-1A
tnpA,dfrA14,s__Escherichia coli,BKDN170793907-1A
repUS12,ANT(4')-Ia,s__unclassified Enterococcus species,BKDN170793907-1A
IS91,tet(59),s__Psychrobacter sp. van23A,BKDN170793907-1A
tnpA,APH(3')-Ia,s__unclassified Gammaproteobacteria species,BKDN170793907-1A
tnpA,poxtA,s__Ligilactobacillus salivarius,BKDN170793907-1A
tnpA,tet(A),s__unclassified Bacteria species,BKDN170793907-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793907-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793907-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793907-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793907-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793907-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793907-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793907-1A
IS91,ANT(3'')-IIb,s__Acinetobacter sp. CS-2,BKDN170793907-1A
IS91,ANT(3'')-IIb,s__Acinetobacter sp. CS-2,BKDN170793907-1A
tnpA,ANT(3'')-IIb,s__Acinetobacter sp. CS-2,BKDN170793907-1A
tnpA,ANT(3'')-IIb,s__Acinetobacter sp. CS-2,BKDN170793907-1A
qacEdelta,qacEdelta1,s__unclassified Bacteria species,BKDN170793907-1A
qacEdelta,sul1,s__unclassified Bacteria species,BKDN170793907-1A
tnpA,tet(M),s__Corynebacterium striatum,BKDN170793907-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793908-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793908-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793908-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793908-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793908-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793908-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793908-1A
tnpA1133,APH(3'')-Ib,s__unclassified Enterobacterales species,BKDN170793908-1A
tnpA1133,APH(6)-Id,s__unclassified Enterobacterales species,BKDN170793908-1A
int2,lnuC,s__Streptococcus gallolyticus,BKDN170793908-1A
tnpA,aadA5,s__unclassified Enterobacterales species,BKDN170793908-1A
tnpA,dfrA17,s__unclassified Enterobacterales species,BKDN170793908-1A
tnpA,tet(A),s__unclassified Gammaproteobacteria species,BKDN170793908-1A
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,BKDN170793908-1A
tnpA,sul2,s__unclassified Gammaproteobacteria species,BKDN170793908-1A
qacEdelta,aadA2,s__unclassified Pseudomonadota species,BKDN170793908-1A
tniB,aadA2,s__unclassified Pseudomonadota species,BKDN170793908-1A
tnpA,aadA2,s__unclassified Pseudomonadota species,BKDN170793908-1A
qacEdelta,qacEdelta1,s__unclassified Pseudomonadota species,BKDN170793908-1A
tniB,qacEdelta1,s__unclassified Pseudomonadota species,BKDN170793908-1A
tnpA,qacEdelta1,s__unclassified Pseudomonadota species,BKDN170793908-1A
qacEdelta,sul1,s__unclassified Pseudomonadota species,BKDN170793908-1A
tniB,sul1,s__unclassified Pseudomonadota species,BKDN170793908-1A
tnpA,sul1,s__unclassified Pseudomonadota species,BKDN170793908-1A
rep7,catA8,s__Enterococcus faecium,BKDN170793908-1A
tnpA,FosI,s__Enterococcus faecium,BKDN170793909-1A
tnpA,fexB,s__Enterococcus faecalis,BKDN170793909-1A
rep7,catA8,s__Ligilactobacillus salivarius,BKDN170793909-1A
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,BKDN170793909-1A
tniB,qacEdelta1,s__unclassified Gammaproteobacteria species,BKDN170793909-1A
qacEdelta,sul1,s__unclassified Gammaproteobacteria species,BKDN170793909-1A
tniB,sul1,s__unclassified Gammaproteobacteria species,BKDN170793909-1A
tnpA,QnrS1,s__Escherichia coli,BKDN170793909-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793993-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793993-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793993-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793993-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793993-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793993-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793993-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793993-1A
tnpA,Mrx,s__unclassified Enterobacteriaceae species,BKDN170793993-1A
tnpA,H-NS,s__Escherichia fergusonii,BKDN170793993-1A
tnpA,H-NS,s__Escherichia fergusonii,BKDN170793993-1A
tnpA,tet(A),s__Escherichia coli,BKDN170793993-1A
IS91,sul2,s__Escherichia coli,BKDN170793993-1A
tnpA,sul2,s__Escherichia coli,BKDN170793993-1A
tnpA,sul2,s__Escherichia coli,BKDN170793993-1A
tnpA,sul2,s__Escherichia coli,BKDN170793993-1A
tnpA,TEM-1,s__Escherichia coli,BKDN170793993-1A
rep7,catA8,s__Enterococcus faecium,BKDN170793993-1A
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,BKDN170793993-1A
tnpA,arr-2,s__unclassified Enterobacteriaceae species,BKDN170793993-1A
tnpA,catB3,s__unclassified Enterobacteriaceae species,BKDN170793993-1A
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,BKDN170793993-1A
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,BKDN170793993-1A
tnpA,aadA5,s__unclassified Enterobacterales species,BKDN170793993-1A
tnpA,dfrA17,s__unclassified Enterobacterales species,BKDN170793993-1A
tnpA,Escherichia coli emrE,s__Escherichia coli,BKDN170793993-1A
tnpA,Streptococcus suis chloramphenicol acetyltransferase,s__Enterococcus faecium,BKDN170793993-1A
qacEdelta,qacEdelta1,s__Citrobacter portucalensis,BKDN170793993-1A
tniB,qacEdelta1,s__Citrobacter portucalensis,BKDN170793993-1A
tnpA,qacEdelta1,s__Citrobacter portucalensis,BKDN170793993-1A
qacEdelta,sul1,s__Citrobacter portucalensis,BKDN170793993-1A
tniB,sul1,s__Citrobacter portucalensis,BKDN170793993-1A
tnpA,sul1,s__Citrobacter portucalensis,BKDN170793993-1A
tnpA,APH(3'')-Ib,s__unclassified Enterobacterales species,BKDN170793993-1A
tnpA,APH(6)-Id,s__unclassified Enterobacterales species,BKDN170793993-1A
tnpA,QnrS1,s__Klebsiella pneumoniae,BKDN170793994-1A
tnpA,QnrS1,s__Klebsiella pneumoniae,BKDN170793994-1A
tnpA,QnrS1,s__Klebsiella pneumoniae,BKDN170793994-1A
tnpA,QnrS1,s__Klebsiella pneumoniae,BKDN170793994-1A
tnpA,QnrS1,s__Klebsiella pneumoniae,BKDN170793994-1A
tnpA,QnrS1,s__Klebsiella pneumoniae,BKDN170793994-1A
tnpA,QnrS1,s__Klebsiella pneumoniae,BKDN170793994-1A
tnpA,tet(A),s__Klebsiella pneumoniae,BKDN170793994-1A
tnpA,tet(A),s__Klebsiella pneumoniae,BKDN170793994-1A
tnpA,tet(A),s__Klebsiella pneumoniae,BKDN170793994-1A
tnpA,tet(A),s__Klebsiella pneumoniae,BKDN170793994-1A
tnpA,tet(A),s__Klebsiella pneumoniae,BKDN170793994-1A
tnpA,lnuG,s__Enterococcus faecium,BKDN170793994-1A
tnpA,FosI,s__Enterococcus faecium,BKDN170793994-1A
rep7,catA8,s__Enterococcus faecium,BKDN170793994-1A
intI1,aadA5,s__Escherichia coli,BKDN170793994-1A
intI1,qacEdelta1,s__unclassified Pseudomonadota species,BKDN170793994-1A
qacEdelta,qacEdelta1,s__unclassified Pseudomonadota species,BKDN170793994-1A
tniB,qacEdelta1,s__unclassified Pseudomonadota species,BKDN170793994-1A
tnpA,qacEdelta1,s__unclassified Pseudomonadota species,BKDN170793994-1A
intI1,sul1,s__unclassified Pseudomonadota species,BKDN170793994-1A
qacEdelta,sul1,s__unclassified Pseudomonadota species,BKDN170793994-1A
tniB,sul1,s__unclassified Pseudomonadota species,BKDN170793994-1A
tnpA,sul1,s__unclassified Pseudomonadota species,BKDN170793994-1A
qacEdelta,qacL,s__unclassified Lysobacteraceae species,BKDN170793995-1A
tnpA,OXA-140,s__unclassified Enterobacteriaceae species,BKDN170793995-1A
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,BKDN170793995-1A
IS91,sul2,unknown,BKDN170793995-1A
qacEdelta,aadA5,s__Escherichia coli,BKDN170793995-1A
qacEdelta,dfrA17,s__Escherichia coli,BKDN170793995-1A
qacEdelta,qacEdelta1,s__Escherichia coli,BKDN170793995-1A
qacEdelta,sul1,s__Escherichia coli,BKDN170793995-1A
tnpA,poxtA,s__Lactobacillus crispatus,BKDN170793995-1A
rep7,catA8,s__Enterococcus faecium,BKDN170793995-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793995-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170793995-1A
tnpA,tet(A),s__unclassified Enterobacteriaceae species,BKDN170793995-1A
tnpA,tet(A),s__unclassified Enterobacteriaceae species,BKDN170793995-1A
tnpA,tet(A),s__unclassified Enterobacteriaceae species,BKDN170793995-1A
tnpAN,APH(3'')-Ib,s__Escherichia coli,BKDN170793995-1A
tnpAN,APH(6)-Id,s__Escherichia coli,BKDN170793995-1A
tnpA,APH(3')-Ia,s__unclassified Corynebacterium species,BKDN170793995-1A
tnpA,APH(3')-Ia,s__unclassified Corynebacterium species,BKDN170793995-1A
tnpA,TEM-1,s__unclassified Escherichia species,BKDN170793995-1A
tnpA,AAC(3)-IVa,s__unclassified Bacteria species,BKDN170793998-1A
tnpA,AAC(3)-IVa,s__unclassified Bacteria species,BKDN170793998-1A
tnpA,APH(4)-Ia,s__unclassified Bacteria species,BKDN170793998-1A
tnpA,APH(4)-Ia,s__unclassified Bacteria species,BKDN170793998-1A
tnpA,APH(3')-Ia,s__unclassified Gammaproteobacteria species,BKDN170793998-1A
IS91,sul2,s__unclassified Bacteria species,BKDN170793998-1A
tnpA,tet(A),s__unclassified Pseudomonadota species,BKDN170793998-1A
intI1,aadA5,s__Escherichia coli,BKDN170793998-1A
qacEdelta,aadA5,s__Escherichia coli,BKDN170793998-1A
intI1,dfrA17,s__Escherichia coli,BKDN170793998-1A
qacEdelta,dfrA17,s__Escherichia coli,BKDN170793998-1A
intI1,qacEdelta1,s__Escherichia coli,BKDN170793998-1A
qacEdelta,qacEdelta1,s__Escherichia coli,BKDN170793998-1A
intI1,sul1,s__Escherichia coli,BKDN170793998-1A
qacEdelta,sul1,s__Escherichia coli,BKDN170793998-1A
tnpA,APH(3')-VIa,s__unclassified Enterobacterales species,BKDN170793998-1A
tnpA,Rhodobacter sphaeroides ampC beta-lactamase,s__Paracoccus methylovorus,BKDN170793998-1A
rep22,catA8,s__Enterococcus faecium,BKDN170793998-1A
rep7,catA8,s__Enterococcus faecium,BKDN170793998-1A
tnpA,catA8,s__Enterococcus faecium,BKDN170793998-1A
rep22,ANT(4')-Ia,s__unclassified Bacteria species,BKDN170793998-1A
tnpA,fexB,s__Enterococcus faecium,BKDN170793998-1A
Tn916,tet(S),s__Enterococcus faecalis,BKDN170793998-1A
rep7,tet(K),s__Staphylococcus aureus,BKDN170793998-1A
tnpA,ANT(9)-Ia,s__unclassified Staphylococcaceae species,BKDN170793998-1A
IS26,qacG,s__Acinetobacter seifertii,BKDN170794001-1A
IS26,qacG,s__Acinetobacter seifertii,BKDN170794001-1A
tnpA,APH(3')-Ia,s__unclassified Corynebacterium species,BKDN170794001-1A
qacEdelta,aadA5,s__unclassified Gammaproteobacteria species,BKDN170794001-1A
qacEdelta,dfrA17,s__unclassified Gammaproteobacteria species,BKDN170794001-1A
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,BKDN170794001-1A
qacEdelta,sul1,s__unclassified Gammaproteobacteria species,BKDN170794001-1A
rep22,ANT(4')-Ia,s__unclassified Bacteria species,BKDN170794001-1A
tnpA,tet(A),s__unclassified Pseudomonadota species,BKDN170794001-1A
tnpA,tet(Z),s__Cellulosimicrobium cellulans,BKDN170794001-1A
qacEdelta,dfrA12,s__unclassified Gammaproteobacteria species,BKDN170794002-1A
qacEdelta,qacL,s__unclassified Gammaproteobacteria species,BKDN170794002-1A
intI1,ANT(2'')-Ia,s__Denitrificimonas caeni,BKDN170794002-1A
tnpA,APH(3'')-Ib,s__unclassified Enterobacterales species,BKDN170794002-1A
tnpA,APH(6)-Id,s__unclassified Enterobacterales species,BKDN170794002-1A
tnpA,AAC(3)-IIc,s__unclassified Gammaproteobacteria species,BKDN170794002-1A
tnpA,fexB,s__Enterococcus faecium,BKDN170794002-1A
tnpA,fexB,s__Enterococcus faecium,BKDN170794002-1A
tnpA,APH(3')-Ia,s__unclassified Enterobacteriaceae species,BKDN170794002-1A
tnpA,AAC(3)-VIIa,s__Microbacterium aurum,BKDN170794002-1A
tnpA,ErmB,s__Staphylococcus aureus,BKDN170794002-1A
tnpA1,ErmB,s__Staphylococcus aureus,BKDN170794002-1A
tnpA,vanYG,s__Blautia parvula,BKDN170794002-1A
Tn916,tet(S),s__unclassified Bacilli species,BKDN170794002-1A
tnpA,tet(A),s__unclassified Enterobacterales species,BKDN170794002-1A
rep7,catA8,s__Enterococcus faecalis,BKDN170794002-1A
qacEdelta,aadA5,s__unclassified Gammaproteobacteria species,BKDN170794002-1A
qacEdelta,dfrA17,s__unclassified Gammaproteobacteria species,BKDN170794002-1A
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,BKDN170794002-1A
rep22,ErmC,s__Enterococcus faecalis,BKDN170794002-1A
rep7,tet(45),s__Mammaliicoccus sciuri,BKDN170794002-1A
IS26,qacG,s__Acinetobacter sp. YH12138,BKDN170794002-1A
Tn916,tet(M),s__Enterococcus faecalis,BKDN170794054-1A
Tn916,tet(M),s__Enterococcus faecalis,BKDN170794054-1A
Tn916,tet(M),s__Enterococcus faecium,BKDN170794054-1A
ISCR-orf513,QnrB6,s__Citrobacter portucalensis,BKDN170794054-1A
intI1,OXA-10,s__Escherichia coli,BKDN170794054-1A
intI1,arr-2,s__Escherichia coli,BKDN170794054-1A
intI1,cmlA5,s__Escherichia coli,BKDN170794054-1A
intI1,dfrA14,s__Escherichia coli,BKDN170794054-1A
tnpA,QnrS1,s__Escherichia coli,BKDN170794054-1A
tnpA,QnrS1,s__Escherichia coli,BKDN170794054-1A
tnpA,QnrS1,s__Escherichia coli,BKDN170794054-1A
tnpA,QnrS1,s__Escherichia coli,BKDN170794054-1A
tnpA,QnrS1,s__Escherichia coli,BKDN170794054-1A
tnpA,QnrS1,s__Escherichia coli,BKDN170794054-1A
tnpA,QnrS1,s__Escherichia coli,BKDN170794054-1A
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,BKDN170794054-1A
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,BKDN170794054-1A
tnpA,aadA5,s__unclassified Enterobacterales species,BKDN170794054-1A
tnpA,dfrA17,s__unclassified Enterobacterales species,BKDN170794054-1A
rep7,catA8,s__Enterococcus faecium,BKDN170794054-1A
qacEdelta,qacEdelta1,s__unclassified Bacteria species,BKDN170794054-1A
qacEdelta,sul1,s__unclassified Bacteria species,BKDN170794054-1A
tnpA,Mrx,s__unclassified Enterobacteriaceae species,BKDN170794054-1A
tnpA,mphA,s__unclassified Enterobacteriaceae species,BKDN170794054-1A
tnpA,Streptococcus suis chloramphenicol acetyltransferase,s__Streptococcus pasteurianus,BKDN170794054-1A
tnpA,ErmB,s__Streptococcus suis,BKDN170794054-1A
tnpA,ErmG,s__unclassified Bacteroides species,BKDN170794056-1A
tnpA,fexB,s__Enterococcus faecium,BKDN170794056-1A
rep7,catA8,s__unclassified Streptococcus species,BKDN170794056-1A
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,BKDN170794057-1A
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,BKDN170794057-1A
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,BKDN170794057-1A
tnpA,APH(6)-Id,s__unclassified Bacteria species,BKDN170794057-1A
tnpA,tet(A),s__unclassified Bacteria species,BKDN170794057-1A
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,BKDN170794057-1A
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,BKDN170794057-1A
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,BKDN170794057-1A
tnpA,ErmF,s__Segatella copri,BKDN170794057-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794057-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794057-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794057-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794057-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794057-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794057-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794057-1A
tnpA,fexB,s__Enterococcus faecium,BKDN170794057-1A
intI1,arr-2,s__Escherichia coli,BKDN170794057-1A
rep7,catA8,s__Enterococcus faecium,BKDN170794057-1A
tnpA,poxtA,s__Enterococcus cecorum,BKDN170794057-1A
qacEdelta,qacEdelta1,s__Pseudomonas aeruginosa,BKDN170794058-1A
tnpA,poxtA,s__Lactobacillus crispatus,BKDN170794058-1A
tnpA,ugd,s__Escherichia coli,BKDN170794058-1A
rep7,catA8,s__Enterococcus faecium,BKDN170794058-1A
tnpA,sul2,s__unclassified Gammaproteobacteria species,BKDN170794058-1A
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,BKDN170794058-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794058-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794058-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794058-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794058-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794058-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794058-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794058-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794058-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794064-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794064-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794064-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794064-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794064-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794064-1A
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,BKDN170794064-1A
rep7,catA8,s__Enterococcus faecium,BKDN170794064-1A
tnpA,tet(A),s__unclassified Bacteria species,BKDN170794064-1A
tnpA1,APH(3'')-Ib,s__unclassified Enterobacterales species,BKDN170794064-1A
tnpA1,APH(6)-Id,s__unclassified Enterobacterales species,BKDN170794064-1A
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,BKDN170794064-1A
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,BKDN170794064-1A
tnpA,arr-2,s__unclassified Enterobacteriaceae species,BKDN170794064-1A
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,BKDN170794064-1A
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,BKDN170794064-1A
tnpA,sul2,s__unclassified Pseudomonadota species,BKDN170794064-1A
tnpA,sul2,s__unclassified Pseudomonadota species,BKDN170794064-1A
qacEdelta,sul1,s__unclassified Bacteria species,BKDN170794064-1A
tnpA,FosI,s__Enterococcus faecium,BKDN170794065-1A
rep7,catA8,s__Enterococcus faecium,BKDN170794065-1A
tnpA,tet(A),s__unclassified Pseudomonadota species,BKDN170794065-1A
tnpA,tet(A),s__unclassified Pseudomonadota species,BKDN170794065-1A
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,BKDN170794065-1A
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,BKDN170794065-1A
tnpA,Streptococcus suis chloramphenicol acetyltransferase,s__Enterococcus faecium,BKDN170794065-1A
tnpA,fexB,s__Enterococcus faecium,BKDN170794066-1A
qacEdelta,aadA2,s__unclassified Pseudomonadota species,BKDN170794066-1A
qacEdelta,qacEdelta1,s__unclassified Pseudomonadota species,BKDN170794066-1A
rep7,catA8,s__Enterococcus faecium,BKDN170794066-1A
tnpA,tet(A),s__unclassified Bacteria species,BKDN170794066-1A
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,BKDN170794066-1A
tnpA,arr-2,s__unclassified Enterobacteriaceae species,BKDN170794066-1A
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,BKDN170794066-1A
